sanskrit,hindi
अथ रामो महातेजा लक्ष्मणेन समं ययौ॥ १७॥ विश्वामित्रं पुरस्कृत्य पितुः पादावुपस्पृशन्।,इधर महातेजस्वी श्रीराम विश्वामित्रजी को आगे करके लक्ष्मण के साथ पिताजी के पास गये और उनके चरणों का स्पर्श किया। १७ १/२ ॥
राजा च राघवौ पुत्रौ निशाम्य परिहर्षितः॥१८॥ उवास परमप्रीतो जनकेनाभिपूजितः।,राजा दशरथ ने भी जनक के द्वारा आदर-सत्कार पाकर बड़ी प्रसन्नता का अनुभव किया तथा अपने दोनों रघुकुल-रत्न पुत्रों को सकुशल देखकर उन्हें अपार हर्ष हुआ। वे रात में बड़े सुख से वहाँ रहे॥ १८ १/२॥
जनकोऽपि महातेजाः क्रिया धर्मेण तत्त्ववित्। यज्ञस्य च सुताभ्यां च कृत्वा रात्रिमुवास ह॥ १९॥,महातेजस्वी तत्त्वज्ञ राजा जनक ने भी धर्म के अनुसार यज्ञ कार्य सम्पन्न किया तथा अपनी दोनों कन्याओं के लिये मंगलाचार का सम्पादन करके सुख से वह रात्रि व्यतीत की॥१९॥
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये बालकाण्डे एकोनसप्ततितमः सर्गः॥६९॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के बालकाण्ड में उनहत्तरवाँ सर्ग पूरा हुआ।६९॥,  </main>
Sarga Chapter- 60,Sarga Chapter- 60
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण बालकाण्डम् षष्टितमः सर्गः (सर्ग 60),
तपोबलहतान् ज्ञात्वा वासिष्ठान् समहोदयान्। ऋषिमध्ये महातेजा विश्वामित्रोऽभ्यभाषत॥१॥,[शतानन्दजी कहते हैं- श्रीराम!] महोदयसहित वसिष्ठ के पुत्रों को अपने तपोबल से नष्ट हुआ जानमहातेजस्वी विश्वामित्र ने ऋषियों के बीच में इस प्रकार कहा- ॥१॥
अयमिक्ष्वाकुदायादस्त्रिशङ्करिति विश्रुतः। धर्मिष्ठश्च वदान्यश्च मां चैव शरणं गतः॥२॥,‘मुनिवरो! ये इक्ष्वाकुवंश में उत्पन्न राजा त्रिशंकु हैं। ये विख्यात नरेश बड़े ही धर्मात्मा और दानी रहे हैं तथा इस समय मेरी शरण में आये हैं॥२॥
स्वेनानेन शरीरेण देवलोकजिगीषया। यथायं स्वशरीरेण देवलोकं गमिष्यति॥३॥ तथा प्रवर्त्यतां यज्ञो भवद्भिश्च मया सह।,"‘इनकी इच्छा है कि मैं अपने इसी शरीर से देवलोक पर अधिकार प्राप्त करूँ। अतः आपलोग मेरे साथ रहकर ऐसे यज्ञ का अनुष्ठान करें, जिससे इन्हें इस शरीर से ही देवलोक की प्राप्ति हो सके’॥ ३"
विश्वामित्रवचः श्रुत्वा सर्व एव महर्षयः॥४॥ ऊचुः समेताः सहसा धर्मज्ञा धर्मसंहितम्। अयं कुशिकदायादो मुनिः परमकोपनः॥५॥ यदाह वचनं सम्यगेतत् कार्यं न संशयः।,"विश्वामित्रजी की यह बात सुनकर धर्म को जानने वाले सभी महर्षियों ने सहसा एकत्र होकर आपस में धर्मयुक्त परामर्श किया—’ब्राह्मणो! कुशिक के पुत्र विश्वामित्र मुनि बड़े क्रोधी हैं ये जो बात कह रहे हैं, उसका ठीक तरह से पालन करना चाहिये, इसमें संशय नहीं है॥ ४-५ १/२॥"
अग्निकल्पो हि भगवान् शापं दास्यति रोषतः॥ तस्मात् प्रवर्त्यतां यज्ञः सशरीरो यथा दिवि। गच्छेदिक्ष्वाकुदायादो विश्वामित्रस्य तेजसा॥ ७॥,"‘ये भगवान् विश्वामित्र अग्नि के समान तेजस्वी हैं। यदि इनकी बात नहीं मानी गयी तो ये रोषपूर्वक शाप दे देंगे। इसलिये ऐसे यज्ञ का आरम्भ करना चाहिये, जिससे विश्वामित्र के तेज से ये इक्ष्वाकुनन्दन त्रिशंकु सशरीर स्वर्गलोक में जा सकें’॥६-७॥"
ततः प्रवर्त्यतां यज्ञः सर्वे समधितिष्ठत। एवमुक्त्वा महर्षयः संजह्वस्ताः क्रियास्तदा ॥८॥,इस तरह विचार करके उन्होंने सर्वसम्मति से यह निश्चय किया कि ‘यज्ञ आरम्भ किया जाय।’ ऐसा निश्चय करके महर्षियों ने उस समय अपना-अपना कार्य आरम्भ किया॥ ८॥
याजकश्च महातेजा विश्वामित्रोऽभवत् क्रतौ। ऋत्विजश्चानुपूर्येण मन्त्रवन्मन्त्रकोविदाः॥९॥ चक्रुः सर्वाणि कर्माणि यथाकल्पं यथाविधि।,महातेजस्वी विश्वामित्र स्वयं ही उस यज्ञमें याजक (अध्वर्यु) हुए। फिर क्रमशः अनेक मन्त्रवेत्ता ब्राह्मण ऋत्विज् हुए; जिन्होंने कल्पशास्त्रके अनुसार विधि एवं मन्त्रोच्चारणपूर्वक सारे कार्य सम्पन्न किये॥९ १/२॥
<p>ततः कालेन महता विश्वामित्रो महातपाः॥१०॥ चकारावाहनं तत्र भागार्थं सर्वदेवताः। नाभ्यागमंस्तदा तत्र भागार्थं सर्वदेवताः॥११॥,तदनन्तर बहुत समयतक यत्नपूर्वक मन्त्रपाठ करके महातपस्वी विश्वामित्र ने अपना-अपना भाग ग्रहण करने के लिये सम्पूर्ण देवताओं का आवाहन किया; परंतु उस समय वहाँ भाग लेने के लिये वे सब देवता नहीं आये॥१०-११॥
ततः कोपसमाविष्टो विश्वामित्रो महामुनिः। स्रुवमुद्यम्य सक्रोधस्त्रिशङ्कमिदमब्रवीत्॥१२॥,इससे महामुनि विश्वामित्र को बड़ा क्रोध आया और उन्होंने स्रुवा उठाकर रोष के साथ राजा त्रिशंकु से इस प्रकार कहा- ॥ १२॥
पश्य मे तपसो वीर्यं स्वार्जितस्य नरेश्वर। एष त्वां स्वशरीरेण नयामि स्वर्गमोजसा ॥१३॥,‘नरेश्वर! अब तुम मेरे द्वारा उपार्जित तपस्या का बल देखो। मैं अभी तुम्हें अपनी शक्ति से सशरीर स्वर्गलोक में पहुँचाता हूँ॥ १३॥
दुष्प्रापं स्वशरीरेण स्वर्गं गच्छ नरेश्वर। स्वार्जितं किंचिदप्यस्ति मया हि तपसः फलम्॥ १४॥ राजंस्त्वं तेजसा तस्य सशरीरो दिवं व्रज।,‘राजन्! आज तुम अपने इस शरीर के साथ ही दुर्लभ स्वर्गलोक को जाओ। नरेश्वर! यदि मैंने तपस्या का कुछ भी फल प्राप्त किया है तो उसके प्रभाव से तुम सशरीर स्वर्गलोक को जाओ’॥ १४ १/२॥
उक्तवाक्ये मुनौ तस्मिन् सशरीरो नरेश्वरः॥ १५॥ दिवं जगाम काकुत्स्थ मुनीनां पश्यतां तदा।,श्रीराम ! विश्वामित्र मुनि के इतना कहते ही राजा त्रिशंकु सब मुनियों के देखते-देखते उस समय अपने शरीर के साथ ही स्वर्गलोक को चले गये॥ १५ १/२॥
स्वर्गलोकं गतं दृष्ट्वा त्रिशङ्कं पाकशासनः॥१६॥ सह सर्वैः सुरगणैरिदं वचनमब्रवीत्।,त्रिशंकु को स्वर्गलोक में पहुँचा हुआ देख समस्त देवताओं के साथ पाकशासन इन्द्र ने उनसे इस प्रकार कहा- ॥ १६ १/२॥
त्रिशङ्को गच्छ भूयस्त्वं नासि स्वर्गकृतालयः॥ १७॥ गुरुशापहतो मूढ पत भूमिमवाक्शिराः।,"‘मूर्ख त्रिशंकु ! तू फिर यहाँ से लौट जा, तेरे लिये स्वर्ग में स्थान नहीं है। तू गुरु के शाप से नष्ट हो चुका है, अतः नीचे मुँह किये पुनः पृथ्वी पर गिर जा’ ॥ १७ १/२॥"
एवमुक्तो महेन्द्रेण त्रिशङ्करपतत् पुनः॥१८॥ विक्रोशमानस्त्राहीति विश्वामित्रं तपोधनम्।,इन्द्र के इतना कहते ही राजा त्रिशंकु तपोधन विश्वामित्र को पुकार कर ‘त्राहि-त्राहि’ की रट लगाते हुए पुनः स्वर्ग से नीचे गिरे॥ १८ १/२॥
तच्छ्रुत्वा वचनं तस्य क्रोशमानस्य कौशिकः॥ १९॥ रोषमाहारयत् तीव्र तिष्ठ तिष्ठति चाब्रवीत्।,"चीखते-चिल्लाते हुए त्रिशंकु की वह करुण पुकार सुनकर कौशिक मुनि को बड़ा क्रोध हुआ। वे त्रिशंकु से बोले– ‘राजन् ! वहीं ठहर जा, वहीं ठहरजा’ (उनके ऐसा कहने पर त्रिशंकु बीच में ही लटके रह गये) ॥ १९ १/२॥"
ऋषिमध्ये स तेजस्वी प्रजापतिरिवापरः॥२०॥ सृजन् दक्षिणमार्गस्थान् सप्तर्षीनपरान् पुनः। नक्षत्रवंशमपरमसृजत् क्रोधमूर्च्छितः॥२१॥,तत्पश्चात् तेजस्वी विश्वामित्र ने ऋषिमण्डली के बीच दूसरे प्रजापति के समान दक्षिण मार्ग के लिये नये सप्तर्षियों की सृष्टि की तथा क्रोध से भरकर उन्होंने नवीन नक्षत्रों का भी निर्माण कर डाला॥ २०-२१॥
दक्षिणां दिशमास्थाय ऋषिमध्ये महायशाः। सृष्ट्वा नक्षत्रवंशं च क्रोधेन कलुषीकृतः॥२२॥ अन्यमिन्द्रं करिष्यामि लोको वा स्यादनिन्द्रकः। दैवतान्यपि स क्रोधात् स्रष्टं समुपचक्रमे॥२३॥,वे महायशस्वी मुनि क्रोध से कलुषित हो दक्षिण दिशा में ऋषिमण्डली के बीच नूतन नक्षत्रमालाओं की सृष्टि करके यह विचार करने लगे कि ‘मैं दूसरे इन्द्र की सृष्टि करूँगा अथवा मेरे द्वारा रचित स्वर्गलोक बिना इन्द्र के ही रहेगा।’ ऐसा निश्चय करके उन्होंने क्रोधपूर्वक नूतन देवताओं की सृष्टि प्रारम्भ की॥ २२-२३॥
ततः परमसम्भ्रान्ताः सर्षिसङ्गाः सुरासुराः। विश्वामित्रं महात्मानमूचुः सानुनयं वचः॥२४॥ ।,"इससे समस्त देवता, असुर और ऋषि-समुदाय बहुत घबराये और सभी वहाँ आकर महात्मा विश्वामित्र से विनयपूर्वक बोले- ॥२४॥"
अयं राजा महाभाग गुरुशापपरिक्षतः। सशरीरो दिवं यातुं नार्हत्येव तपोधन॥ २५॥,‘महाभाग! ये राजा त्रिशंकु गुरु के शाप से अपना पुण्य नष्ट करके चाण्डाल हो गये हैं; अतः तपोधन ! ये सशरीर स्वर्ग में जाने के कदापि अधिकारी नहीं हैं’।
तेषां तद् वचनं श्रुत्वा देवानां मुनिपुंगवः। अब्रवीत् सुमहद् वाक्यं कौशिकः सर्वदेवताः॥ २६॥,उन देवताओं की यह बात सुनकर मुनिवर कौशिक ने सम्पूर्ण देवताओं से परमोत्कृष्ट वचन कहा – |॥ २६॥
सशरीरस्य भद्रं वस्त्रिशङ्कोरस्य भूपतेः। आरोहणं प्रतिज्ञातं नानृतं कर्तुमुत्सहे॥ २७॥,‘देवगण! आपका कल्याण हो मैंने राजा त्रिशंक को सदेह स्वर्ग भेजनेकी प्रतिज्ञा कर ली है। अतः उसे मैं झूठी नहीं कर सकता॥ २७॥
स्वर्गोऽस्तु सशरीरस्य त्रिशङ्कोरस्य शाश्वतः। नक्षत्राणि च सर्वाणि मामकानि ध्रुवाण्यथ॥ २८॥ यावल्लोका धरिष्यन्ति तिष्ठन्त्वेतानि सर्वशः। यत् कृतानि सुराः सर्वे तदनुज्ञातुमर्हथ॥२९॥,"‘इन महाराज त्रिशंकु को सदा स्वर्गलोक का सुख प्राप्त होता रहे। मैंने जिन नक्षत्रों का निर्माण किया है, वे सब सदा मौजूद रहें। जब तक संसार रहे, तब तक ये सभी वस्तुएँ, जिनकी मेरे द्वारा सृष्टि हुई है, सदा बनी रहें। देवताओ! आप सब लोग इन बातों का अनुमोदन करें’॥"
एवमुक्ताः सुराः सर्वे प्रत्यूचुर्मुनिपुंगवम्। एवं भवतु भद्रं ते तिष्ठन्त्वेतानि सर्वशः॥ ३०॥ गगने तान्यनेकानि वैश्वानरपथाद बहिः। नक्षत्राणि मुनिश्रेष्ठ तेषु ज्योतिःषु जाज्वलन्॥ ३१॥ अवाक्शिरास्त्रिशङ्कुश्च तिष्ठत्वमरसंनिभः । अनुयास्यन्ति चैतानि ज्योतींषि नृपसत्तमम्॥ कृतार्थं कीर्तिमन्तं च स्वर्गलोकगतं यथा।,उनके ऐसा कहने पर सब देवता मुनिवर विश्वामित्र से बोले—’महर्षे! ऐसा ही हो ये सभी वस्तुएँ बनी रहें और आपका कल्याण हो। मुनिश्रेष्ठ ! आपके रचे हुए अनेक नक्षत्र आकाश में वैश्वानर पथ से बाहर प्रकाशित होंगे और उन्हीं ज्योतिर्मय नक्षत्रों के बीच में सिर नीचा किये त्रिशंक भी प्रकाशमान रहेंगे। वहाँ इनकी स्थिति देवताओं के समान होगी और ये सभी नक्षत्र इन कृतार्थ एवं यशस्वी नृपश्रेष्ठ का स्वर्गीय पुरुष की भाँति अनुसरण करते रहेंगे’।
विश्वामित्रस्तु धर्मात्मा सर्वदेवैरभिष्टतः॥३३॥ ऋषिमध्ये महातेजा बाढमित्येव देवताः।,"इसके बाद सम्पूर्ण देवताओं ने ऋषियों के बीचमें ही महातेजस्वी धर्मात्मा विश्वामित्र मुनि की स्तुति की, इससे प्रसन्न होकर उन्होंने ‘बहुत अच्छा’ कहकर देवताओं का अनुरोध स्वीकार कर लिया॥३३ १/२॥"
ततो देवा महात्मानो ऋषयश्च तपोधनाः। जग्मुर्यथागतं सर्वे यज्ञस्यान्ते नरोत्तम ॥ ३४॥,"नरश्रेष्ठ श्रीराम! तदनन्तर यज्ञ समाप्त होने पर सब देवता और तपोधन महर्षि जैसे आये थे, उसी प्रकार अपने-अपने स्थान को लौट गये॥३४॥"
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये बालकाण्डे षष्टितमः सर्गः॥६०॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के बालकाण्ड में साठवाँ सर्ग पूरा हुआ।६०॥,  </main>
Sarga Chapter- 73,Sarga Chapter- 73
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण बालकाण्डम् त्रिसप्ततितमः सर्गः (सर्ग 73),(श्रीराम आदि चारों भाइयों का विवाह)
यस्मिंस्तु दिवसे राजा चक्रे गोदानमुत्तमम्। तस्मिंस्तु दिवसे वीरो युधाजित् समुपेयिवान्॥ १॥ पुत्रः केकयराजस्य साक्षाद्भरतमातुलः। दृष्ट्वा पृष्ट्वा च कुशलं राजानमिदमब्रवीत्॥२॥,"राजा दशरथ ने जिस दिन अपने पुत्रों के विवाह के निमित्त उत्तम गोदान किया, उसी दिन भरत के सगे मामा केकय राजकुमार वीर युधाजित् वहाँ आ पहुँचे। उन्होंने महाराज का दर्शन करके कुशल-मंगल पूछा और इस प्रकार कहा- ॥ १-२॥"
केकयाधिपती राजा स्नेहात् कुशलमब्रवीत्। येषां कुशलकामोऽसि तेषां सम्प्रत्यनामयम्॥३॥ स्वस्रीयं मम राजेन्द्र द्रष्टकामो महीपतिः। तदर्थमुपयातोऽहमयोध्यां रघुनन्दन॥४॥,"‘रघुनन्दन! केकयदेश के महाराज ने बड़े स्नेह के साथ आपका कुशल-समाचार पूछा है और आप भी हमारे यहाँ के जिन-जिन लोगों की कुशलवार्ता जानना चाहते होंगे, वे सब इस समय स्वस्थ और सानन्द हैं। राजेन्द्र! केकयनरेश मेरे भान्जे भरत को देखना चाहते हैं अतः इन्हें लेने के लिये ही मैं अयोध्या आया था।"
श्रुत्वा त्वहमयोध्यायां विवाहार्थं तवात्मजान्। मिथिलामुपयातांस्तु त्वया सह महीपते॥५॥ त्वरयाभ्युपयातोऽहं द्रष्टुकामः स्वसुः सुतम्।,"‘परंतु पृथ्वीनाथ! अयोध्या में यह सुनकर कि “आपके सभी पुत्र विवाह के लिये आपके साथ मिथिला पधारे हैं, मैं तुरंत यहाँ चला आया; क्योंकि मेरे मन में अपनी बहिन के बेटे को देखने की बड़ी लालसा थी’॥ ५ १/२॥"
अथ राजा दशरथः प्रियातिथिमुपस्थितम्॥६॥ दृष्ट्वा परमसत्कारैः पूजनार्हमपूजयत्।,महाराज दशरथ ने अपने प्रिय अतिथि को उपस्थित देख बड़े सत्कार के साथ उनकी आवभगत की; क्योंकि वे सम्मान पाने के ही योग्य थे॥ ६ १/२॥
ततस्तामुषितो रात्रिं सह पुत्रैर्महात्मभिः॥७॥ प्रभाते पुनरुत्थाय कृत्वा कर्माणि तत्त्ववित् । ऋषींस्तदा पुरस्कृत्य यज्ञवाटमुपागमत्॥८॥,तदनन्तर अपने महामनस्वी पुत्रों के साथ वह रात व्यतीत करके वे तत्त्वज्ञ नरेश प्रातःकाल उठे और नित्यकर्म करके ऋषियों को आगे किये जनक की यज्ञशाला में जा पहुँचे॥ ७-८॥
युक्ते मुहूर्ते विजये सर्वाभरणभूषितैः।। भ्रातृभिः सहितो रामः कृतकौतुकमंगलः॥९॥ वसिष्ठं पुरतः कृत्वा महर्षीनपरानपि। वसिष्ठो भगवानेत्य वैदेहमिदमब्रवीत्॥१०॥,तत्पश्चात् विवाह के योग्य विजय नामक मुहूर्त आने पर दूल्हे के अनुरूप समस्त वेश-भूषा से अलंकृत हुए भाइयों के साथ श्रीरामचन्द्रजी भी वहाँ आये। वे विवाहकालोचित मंगलाचार पूर्ण कर चुके थे तथा वसिष्ठ मुनि एवं अन्यान्य महर्षियों को आगे करके उस मण्डप में पधारे थे। उस समय भगवान् वसिष्ठ ने विदेहराज जनक के पास जाकर इस प्रकार कहा- ॥ ९-१०॥
राजा दशरथो राजन् कृतकौतुकमंगलैः। पुत्रैर्नरवर श्रेष्ठो दातारमभिकाङ्क्षते॥११॥,‘राजन्! नरेशों में श्रेष्ठ महाराज दशरथ अपने पुत्रों का वैवाहिक सूत्र-बन्धन रूप मंगलाचार सम्पन्न करके उन सबके साथ पधारे हैं और भीतर आने के लिये दाता के आदेश की प्रतीक्षा कर रहे हैं ॥ ११॥
दातृप्रतिग्रहीतृभ्यां सर्वार्थाः सम्भवन्ति हि। स्वधर्मं प्रतिपद्यस्व कृत्वा वैवाह्यमुत्तमम्॥१२॥,‘क्योंकि दाता और प्रतिग्रहीता (दान ग्रहण करने वाले) का संयोग होने पर ही समस्त दानधर्मो का सम्पादन सम्भव होता है; अतः आप विवाह कालोपयोगी शुभ कर्मों का अनुष्ठान करके उन्हें बुलाइये और कन्यादान रूप स्वधर्म का पालन कीजिये’ ॥ १२॥
इत्युक्तः परमोदारो वसिष्ठेन महात्मना। प्रत्युवाच महातेजा वाक्यं परमधर्मवित्॥१३॥,"महात्मा वसिष्ठ के ऐसा कहने पर परम उदार, परम धर्मज्ञ और महातेजस्वी राजा जनक ने इस प्रकार उत्तर दिया- ॥१३॥"
कः स्थितः प्रतिहारो मे कस्याज्ञां सम्प्रतीक्षते। स्वगृहे को विचारोऽस्ति यथा राज्यमिदं तव॥ १४॥ कृतकौतुकसर्वस्वा वेदिमूलमुपागताः। मम कन्या मुनिश्रेष्ठ दीप्ता बढेरिवार्चिषः॥ १५॥,"‘मुनिश्रेष्ठ! महाराज के लिये मेरे यहाँ कौन-सा पहरेदार खड़ा है। वे किसके आदेश की प्रतीक्षा करते हैं। अपने घर में आने के लिये कैसा सोच-विचार है? यह जैसे मेरा राज्य है, वैसे ही आपका है। मेरी"
सद्योऽहं त्वत्प्रतीक्षोऽस्मि वेद्यामस्यां प्रतिष्ठितः । अविनं क्रियतां सर्वं किमर्थं हि विलम्ब्यते॥ १६॥,‘इस समय तो मैं आपकी ही प्रतीक्षामें वेदीपर बैठा । हूँ। आप निर्विघ्नतापूर्वक सब कार्य पूर्ण कीजिये। विलम्ब किसलिये करते हैं?’ ॥ १६ ॥
तद् वाक्यं जनकेनोक्तं श्रुत्वा दशरथस्तदा।  प्रवेशयामास सुतान् सर्वानृषिगणानपि॥१७॥,वसिष्ठजी के मुख से राजा जनक की कही हुई बात सुनकर महाराज दशरथ उस समय अपने पुत्रों और सम्पूर्ण महर्षियों को महल के भीतर ले आये॥१७॥
ततो राजा विदेहानां वसिष्ठमिदमब्रवीत्। कारयस्व ऋषे सर्वामृषिभिः सह धार्मिक॥१८॥ रामस्य लोकरामस्य क्रियां वैवाहिकी प्रभो।,तदनन्तर विदेहराज ने वसिष्ठजी से इस प्रकार कहा —’धर्मात्मा महर्षे! प्रभो! आप ऋषियों को साथ लेकर लोकाभिराम श्रीराम के विवाह की सम्पूर्ण क्रिया कराइये’॥ १८ १/२॥
तथेत्युक्त्वा तु जनकं वसिष्ठो भगवानृषिः॥१९॥ विश्वामित्रं पुरस्कृत्य शतानन्दं च धार्मिकम्। प्रपामध्ये तु विधिवद् वेदिं कृत्वा महातपाः॥२०॥ अलंचकार तां वेदिं गन्धपुष्पैः समन्ततः। सुवर्णपालिकाभिश्च चित्रकुम्भैश्च साङ्करैः॥ २१॥ अङ्कराढ्यैः शरावैश्च धूपपात्रैः सधूपकैः। शङ्खपात्रैः सुवैः स्रग्भिः पात्रैरादिपूजितैः॥२२॥ लाजपूर्णैश्च पात्रीभिरक्षतैरपि संस्कृतैः। दर्भै: समैः समास्तीर्य विधिवन्मन्त्रपूर्वकम्॥ २३॥ अग्निमाधाय तं वेद्यां विधिमन्त्रपुरस्कृतम्। जुहावाग्नौ महातेजा वसिष्ठो मुनिपुंगवः॥२४॥,"तब जनकजी से ‘बहुत अच्छा’ कहकर महातपस्वी भगवान् वसिष्ठ मुनि ने विश्वामित्र और धर्मात्मा शतानन्दजी को आगे करके विवाह-मण्डप के मध्यभाग में विधिपूर्वक वेदी बनायी और गन्ध तथा फूलों के द्वारा उसे चारों ओर से सुन्दर रूप में सजाया। साथ ही बहुत-सी सुवर्ण-पालिकाएँ, यवके अंकुरों से युक्त चित्रितकलश, अंकुर जमाये हुए सकोरे, धूपयुक्त धूपपात्र, शङ्खपात्र, सुवा, मुक्, अर्घ्य आदि पूजनपात्र, लावा (खीलों) से भरे हुए पात्र तथा धोये हुए अक्षत आदि समस्त सामग्रियों को भी यथास्थान रख दिया। तत्पश्चात् महातेजस्वी मुनिवर वसिष्ठजी ने बराबर-बराबर कुशों को वेदी के चारों ओर बिछाकर मन्त्रोच्चारण करते हुए विधिपूर्वक अग्नि-स्थापन किया और विधि को प्रधानता देते हुए मन्त्रपाठपूर्वक प्रज्वलित अग्नि में हवन किया। १९–२४ ॥"
ततः सीतां समानीय सर्वाभरणभूषिताम्। समक्षमग्नेः संस्थाप्य राघवाभिमुखे तदा ॥२५॥ अब्रवीज्जनको राजा कौसल्यानन्दवर्धनम्। इयं सीता मम सुता सहधर्मचरी तव॥२६॥ प्रतीच्छ चैनां भद्रं ते पाणिं गृह्णीष्व पाणिना। पतिव्रता महाभागा छायेवानुगता सदा॥२७॥,"तदनन्तर राजा जनक ने सब प्रकार के आभूषणों से विभूषित सीता को ले आकर अग्नि के समक्ष श्रीरामचन्द्रजी के सामने बिठा दिया और माता कौसल्या का आनन्द बढ़ाने वाले उन श्रीराम से कहा —’रघुनन्दन! तुम्हारा कल्याण हो। यह मेरी पुत्री सीता तुम्हारी सहधर्मिणी के रूप में उपस्थित है; इसे स्वीकार करो और इसका हाथ अपने हाथ में लो। यह परम पतिव्रता, महान् सौभाग्यवती और छाया की भाँति सदा तुम्हारे पीछे चलनेवाली होगी’। २५– २७॥"
इत्युक्त्वा प्राक्षिपद् राजा मन्त्रपूतं जलं तदा। साधुसाध्विति देवानामृषीणां वदतां तदा ॥२८॥,यह कहकर राजा ने श्रीराम के हाथ में मन्त्र से पवित्र हुआ संकल्प का जल छोड़ दिया। उस समय देवताओं और ऋषियों के मुख से जनक के लिये साधुवाद सुनायी देने लगा॥ २८॥
देवदुन्दुभिनिर्घोषः पुष्पवर्षो महानभूत्। एवं दत्त्वा सुतां सीतां मन्त्रोदकपुरस्कृताम्॥ २९॥ अब्रवीज्जनको राजा हर्षेणाभिपरिप्लुतः। लक्ष्मणागच्छ भद्रं ते ऊर्मिलामुद्यतां मया॥३०॥ प्रतीच्छ पाणिं गृह्णीष्व मा भूत् कालस्य पर्ययः।,"देवताओं के नगाड़े बजने लगे और आकाश से फूलों की बड़ी भारी वर्षा हुई। इस प्रकार मन्त्र और संकल्प के जल के साथ अपनी पुत्री सीता का दान करके हर्षमग्न हुए राजा जनक ने लक्ष्मण से कहा —’लक्ष्मण! तुम्हारा कल्याण हो, आओ, मैं ऊर्मिला को तुम्हारी सेवा में दे रहा हूँ। इसे स्वीकार करो इसका हाथ अपने हाथ में लो इसमें विलम्ब नहीं होना चाहिये’ ॥ २९-३० १/२॥"
तमेवमुक्त्वा जनको भरतं चाभ्यभाषत ॥३१॥ गृहाण पाणिं माण्डव्याः पाणिना रघुनन्दन।,लक्ष्मण से ऐसा कहकर जनक ने भरत से कहा”रघुनन्दन! माण्डवी का हाथ अपने हाथ में लो’ ॥ ३१ १/२॥
 शत्रुघ्नं चापि धर्मात्मा अब्रवीन्मिथिलेश्वरः॥ ३२॥ श्रुतकीर्तेर्महाबाहो पाणिं गृह्णीष्व पाणिना। सर्वे भवन्तः सौम्याश्च सर्वे सुचरितव्रताः॥३३॥ पत्नीभिः सन्तु काकुत्स्था मा भूत् कालस्य पर्ययः।,"फिर धर्मात्मा मिथिलेश ने शत्रुघ्न को सम्बोधित करके कहा—’महाबाहो! तुम अपने हाथ से श्रुतकीर्ति का पाणिग्रहण करो। तुम चारों भाई शान्तस्वभाव हो, तुम सबने उत्तम व्रत का भलीभाँति आचरण किया है। ककुत्स्थकुल के भूषणरूप तुम चारों भाई पत्नी से संयुक्त हो जाओ, इस कार्य में विलम्ब नहीं होना चाहिये’ ॥ ३२-३३ १/२॥"
जनकस्य वचः श्रुत्वा पाणीन् पाणिभिरस्पृशन्॥ ३४॥ चत्वारस्ते चतसृणां वसिष्ठस्य मते स्थिताः। अग्निं प्रदक्षिणं कृत्वा वेदिं राजानमेव च ॥ ३५॥ ऋषींश्चापि महात्मानः सहभार्या रघूद्रहाः। यथोक्तेन ततश्चक्रुर्विवाहं विधिपूर्वकम्॥३६॥,"” राजा जनक का यह वचन सुनकर उन चारों राजकुमारों ने चारों राजकुमारियों के हाथ अपने हाथ में लिये। फिर वसिष्ठजी की सम्मति से उन रघुकुलरत्न महामनस्वी राजकुमारों ने अपनी-अपनी पत्नी के साथ अग्नि, वेदी, राजा दशरथ तथा ऋषि-मुनियों की परिक्रमा की और वेदोक्त विधि के अनुसार वैवाहिक कार्य पूर्ण किया॥३४-३६॥"
पुष्पवृष्टिर्महत्यासीदन्तरिक्षात् सुभास्वरा। दिव्यदुन्दुभिनिर्घोषैर्गीतवादित्रनिःस्वनैः॥ ३७॥ ननृतुश्चाप्सरःसङ्घा गन्धर्वाश्च जगुः कलम्। विवाहे रघुमुख्यानां तदद्भुतमदृश्यत॥३८॥,"उस समय आकाश से फूलों की बड़ी भारी वर्षा हुई, जो सुहावनी लगती थी, दिव्य दुन्दुभियों की गम्भीर ध्वनि, दिव्य गीतों के मनोहर शब्द और दिव्य वाद्यों के मधुर घोष के साथ झुंड-की-झुंड अप्सराएँ नृत्य करने लगीं और गन्धर्व मधुर गीत गाने लगे। उन रघुवंशशिरोमणि राजकुमारों के विवाह में वह अद्भुत दृश्य दिखायी दिया॥ ३७-३८॥"
