sanskrit,hindi
मार्गमाणो वरारोहां राजपुत्रीमनिन्दिताम्। सुखप्रसुप्तान् विहगान् बोधयामास वानरः॥९॥,उस वाटिका में सती-साध्वी सुन्दरी राजकुमारी सीता की खोज करते हुए वानरवीर हनुमान् ने घोंसलों में सुखपूर्वक सोये हुए पक्षियों को जगा दिया।
उत्पतद्भिर्द्धिजगणैः पक्षैर्वातैः समाहताः। अनेकवर्णा विविधा मुमुचुः पुष्पवृष्टयः॥१०॥,उड़ते हुए विहंगमों के पंखों की हवा लगने से वहाँ के वृक्ष अनेक प्रकार के रंग-बिरंगे फूलों की वर्षा करने लगे॥
पुष्पावकीर्णः शुशुभे हनूमान् मारुतात्मजः। अशोकवनिकामध्ये यथा पुष्पमयो गिरिः॥११॥,"उस समय पवनकुमार हनुमान जी उन फूलों से आच्छादित होकर ऐसी शोभा पाने लगे, मानो उस अशोक वन में कोई फूलों का बना हुआ पहाड़ शोभा पा रहा हो॥११॥"
दिशः सर्वाभिधावन्तं वृक्षखण्डगतं कपिम्। दृष्ट्वा सर्वाणि भूतानि वसन्त इति मेनिरे॥१२॥,सम्पूर्ण दिशाओं में दौड़ते और वृक्षसमूहों में घूमते हुए कपिवर हनुमान जी को देखकर समस्त प्राणी एवं राक्षस ऐसा मानने लगे कि साक्षात् ऋतुराज वसन्त ही यहाँ वानरवेश में विचर रहा है॥ १२ ॥
वृक्षेभ्यः पतितैः पुष्पैरवकीर्णाः पृथग्विधैः। रराज वसुधा तत्र प्रमदेव विभूषिता॥१३॥,वृक्षों से झड़कर गिरे हुए भाँति-भाँति के फूलों से आच्छादित हुई वहाँ की भूमि फूलों के शृंगार से विभूषित हुई युवती स्त्री के समान शोभा पाने लगी। १३॥
तरस्विना ते तरवस्तरसा बहु कम्पिताः। कुसुमानि विचित्राणि ससृजुः कपिना तदा॥१४॥,उस समय उन वेगशाली वानरवीर के द्वारा वेगपूर्वक बारंबार हिलाये हुए वे वृक्ष विचित्र पुष्पों की वर्षा कर रहे थे॥१४॥
निर्धूतपत्रशिखराः शीर्णपुष्पफलद्रुमाः। निक्षिप्तवस्त्राभरणा धूर्ता इव पराजिताः॥१५॥,"इस प्रकार डालियों के पत्ते झड़ जाने तथा फलफूल और पल्लवों के टूटकर बिखर जाने से नंग-धडंग दिखायी देने वाले वे वृक्ष उन हारे हुए जुआरियों के समान जान पड़ते थे, जिन्होंने अपने गहने और कपड़े भी दावॅ पर रख दिये हों॥ १५॥"
हनूमता वेगवता कम्पितास्ते नगोत्तमाः। पुष्पपत्रफलान्याशु मुमुचुः फलशालिनः॥१६॥,वेगशाली हनुमान जी के हिलाये हुए वे फलशाली श्रेष्ठ वृक्ष तुरंत ही अपने फल-फूल और पत्तों का परित्याग कर देते थे॥ १६॥
विहंगसङ्घहीनास्ते स्कन्धमात्राश्रया द्रुमाः। बभूवुरगमाः सर्वे मारुतेन विनिर्धताः॥१७॥,पवनपुत्र हनुमान् द्वारा कम्पित किये गये वे वृक्ष फल-फूल आदि के न होने से केवल डालियों के आश्रय बने हुए थे; पक्षियों के समुदाय भी उन्हें छोड़कर चल दिये थे। उस अवस्था में वे सब-के-सब प्राणिमात्र के लिये अगम्य (असेवनीय) हो गये थे।१७॥
विधूतकेशी युवतिर्यथा मृदितवर्णका। निपीतशुभदन्तोष्ठी नखैर्दन्तैश्च विक्षता॥१८॥ तथा लांगूलहस्तैस्तु चरणाभ्यां च मर्दिता। तथैवाशोकवनिका प्रभग्नवनपादपा॥१९॥,"जिसके केश खुल गये हैं, अंगराग मिट गये हैं, सुन्दर दन्तावली से युक्त अधर-सुधा का पान कर लिया गया है तथा जिसके कतिपय अंग नखक्षत एवं दन्तक्षत से उपलक्षित हो रहे हैं, प्रियतम के उपभोग में आयी हुई उस युवती के समान ही उस अशोकवाटिका की भी दशा हो रही थी। हनुमान जी के हाथ-पैर और पूँछ से रौंदी जा चुकी थी तथा उसके अच्छे-अच्छे वृक्ष टूटकर गिर गये थे; इसलिये वह श्रीहीन हो गयी थी॥ १८-१९ ॥"
महालतानां दामानि व्यधमत् तरसा कपिः। यथा प्रावृषि वेगेन मेघजालानि मारुतः॥२०॥,"जैसे वायु वर्षा-ऋतु में अपने वेग से मेघसमूहों को छिन्न-भिन्न कर देती है, उसी प्रकार कपिवर हनुमान् ने वहाँ फैली हुई विशाल लता-वल्लरियों के वितान वेगपूर्वक तोड़ डाले ॥२०॥"
स तत्र मणिभूमीश्च राजतीश्च मनोरमाः। तथा काञ्चनभूमीश्च विचरन् ददृशे कपिः॥२१॥,"वहाँ विचरते हुए उन वानरवीर ने पृथक्-पृथक् ऐसी मनोरम भूमियों का दर्शन किया, जिनमें मणि, चाँदी एवं सोने जड़े गये थे॥२१॥"
वापीश्च विविधाकाराः पूर्णाः परमवारिणा। महामणिसोपानरुपपन्नास्ततस्ततः॥२२॥ मुक्ताप्रवालसिकताः स्फाटिकान्तरकुट्टिमाः। काञ्चनैस्तरुभिश्चित्रैस्तीरजैरुपशोभिताः॥२३॥,"उस वाटिका में उन्होंने जहाँ-तहाँ विभिन्न आकारों की बावड़ियाँ देखीं, जो उत्तम जल से भरी हुईं और मणिमय सोपानों से युक्त थीं। उनके भीतर मोती और मूंगों की बालुकाएँ थीं। जल के नीचे की फर्श स्फटिक मणि की बनी हुई थी और उन बावड़ियों के तटों पर तरह-तरह के विचित्र सुवर्णमय वृक्ष शोभा दे रहे थे॥ २२-२३॥"
बुद्धपद्मोत्पलवनाश्चक्रवाकोपशोभिताः। नत्यूहरुतसंघुष्टा हंससारसनादिताः॥२४॥,"उनमें खिले हुए कमलों के वन और चक्रवाकों के जोड़े शोभा बढ़ा रहे थे तथा पपीहा, हंस और सारसों के कलनाद गूंज रहे थे॥ २४॥"
दीर्घाभिर्दुमयुक्ताभिः सरिद्भिश्च समन्ततः। अमृतोपमतोयाभिः शिवाभिरुपसंस्कृताः॥ २५॥,"अनेकानेक विशाल, तटवर्ती वृक्षों से सुशोभित, अमृत के समान मधुर जल से पूर्ण तथा सुखदायिनी सरिताएँ चारों ओर से उन बावड़ियों का सदा संस्कार करती थीं (उन्हें स्वच्छ जल से परिपूर्ण बनाये रखती थीं) ॥२५॥"
लताशतैरवतताः संतानकुसुमावृताः। नानागुल्मावृतवनाः करवीरकृतान्तराः॥२६॥,उनके तटों पर सैकड़ों प्रकार की लताएँ फैली हुई थीं। खिले हुए कल्पवृक्षों ने उन्हें चारों ओर से घेर रखा था। उनके जल नाना प्रकार की झाड़ियों से ढके हुए थे तथा बीच-बीच में खिले हुए कनेर के वृक्ष गवाक्ष की-सी शोभा पाते थे॥ २६॥
ततोऽम्बुधरसंकाशं प्रवृद्धशिखरं गिरिम्। विचित्रकूट कूटैश्च सर्वतः परिवारितम्॥२७॥ शिलागृहैरवततं नानावृक्षसमावृतम्। ददर्श कपिशार्दूलो रम्यं जगति पर्वतम्॥२८॥,"फिर वहाँ कपिश्रेष्ठ हनुमान् ने एक मेघ के समान काला और ऊँचे शिखरों वाला पर्वत देखा, जिसकी चोटियाँ बड़ी विचित्र थीं। उसके चारों ओर दूसरे दूसरे भी बहुत-से पर्वत-शिखर शोभा पाते थे। उसमें बहुत-सी पत्थर की गुफाएँ थीं और उस पर्वत पर अनेकानेक वृक्ष उगे हुए थे। वह पर्वत संसारभर में बड़ा रमणीय था॥"
ददर्श च नगात् तस्मान्नदीं निपतितां कपिः। अंकादिव समुत्पत्य प्रियस्य पतितां प्रियाम्॥२९॥,"कपिवर हनुमान् ने उस पर्वत से गिरी हुई एक नदी देखी, जो प्रियतम के अंक से उछलकर गिरी हुई प्रियतमा के समान जान पड़ती थी॥२९॥"
जले निपतिताग्रैश्च पादपैरुपशोभिताम्। वार्यमाणामिव क्रुद्धां प्रमदां प्रियबन्धुभिः॥३०॥,"जिनकी डालियाँ नीचे झुककर पानी से लग गयी थीं, ऐसे तटवर्ती वृक्षों से उस नदी की वैसी ही शोभा हो रही थी, मानो प्रियतम से रूठकर अन्यत्र जाती हुई युवती को उसकी प्यारी सखियाँ उसे आगे बढ़ने से रोक रही हों॥ ३०॥"
पुनरावृत्ततोयां च ददर्श स महाकपिः। प्रसन्नामिव कान्तस्य कान्तां पुनरुपस्थिताम्॥३१॥,फिर उन महाकपि ने देखा कि वृक्षों की उन डालियों से टकराकर उस नदी के जल का प्रवाह पीछे की ओर मुड़ गया है। मानो प्रसन्न हुई प्रेयसी पुनः प्रियतम की सेवा में उपस्थित हो रही हो॥ ३१॥
तस्यादूरात् स पद्मिन्यो नानाद्विजगणायुताः। ददर्श कपिशार्दूलो हनूमान् मारुतात्मजः॥३२॥,"उस पर्वत से थोड़ी ही दूरपर कपिश्रेष्ठ पवनपुत्र हनुमान् ने बहुत-से कमलमण्डित सरोवर देखे, जिनमें नाना प्रकार के पक्षी चहचहा रहे थे॥ ३२॥"
कृत्रिमा दीर्घिकां चापि पूर्णां शीतेन वारिणा। मणिप्रवरसोपानां मुक्तासिकतशोभिताम्॥३३॥,"उनके सिवा उन्होंने एक कृत्रिम तालाब भी देखा, जो शीतल जल से भरा हुआ था। उसमें श्रेष्ठ मणियों की सीढ़ियाँ बनी थीं और वह मोतियों की बालुकाराशि से सुशोभित था॥ ३३॥"
विविधैर्मृगसङ्गैश्च विचित्रां चित्रकाननाम्। प्रासादैः सुमहद्भिश्च निर्मितैर्विश्वकर्मणा ॥ ३४॥ काननैः कृत्रिमैश्चापि सर्वतः समलंकृताम्।,उस अशोकवाटिका में विश्वकर्मा के बनाये हुए बड़े-बड़े महल और कृत्रिम कानन सब ओर से उसकी शोभा बढ़ा रहे थे। नाना प्रकार के मृगसमूहों से उसकी विचित्र शोभा हो रही थी। उस वाटिका में विचित्र वन-उपवन शोभा दे रहे थे॥ ३४ १/२॥
ये केचित् पादपास्तत्र पुष्पोपगफलोपगाः॥३५॥ सच्छत्राः सवितर्दीकाः सर्वे सौवर्णवेदिकाः।,"वहाँ जो कोई भी वृक्ष थे, वे सब फल-फूल देने वाले थे, छत्र की भाँति घनी छाया किये रहते थे। उन सबके नीचे चाँदी की और उसके ऊपर सोने की वेदियाँ बनी हुई थीं॥ ३५ १/२॥"
लताप्रतानैर्बहुभिः पर्णैश्च बहुभिर्वृताम्॥३६॥ काञ्चनीं शिंशपामेकां ददर्श स महाकपिः। वृतां हेममयीभिस्तु वेदिकाभिः समन्ततः॥३७॥,"तदनन्तर महाकपि हनुमान् ने एक सुवर्णमयी शिंशपा (अशोक)-का वृक्ष देखा, जो बहुत-से लतावितानों और अगणित पत्तों से व्याप्त था। वह वृक्ष भी सब ओर से सुवर्णमयी वेदिकाओं से घिरा था॥ ३६-३७॥"
सोऽपश्यद् भूमिभागांश्च नगप्रस्रवणानि च। सुवर्णवृक्षानपरान् ददर्श शिखिसंनिभान्॥ ३८॥,"इसके सिवा उन्होंने और भी बहुत-से खुले मैदान, पहाड़ी झरने और अग्नि के समान दीप्तिमान् सुवर्णमय वृक्ष देखे॥ ३८॥"
तेषां द्रुमाणां प्रभया मेरोरिव महाकपिः। अमन्यत तदा वीरः काञ्चनोऽस्मीति सर्वतः॥३९॥,उस समय वीर महाकपि हनुमान जी ने सुमेरु के समान उन वृक्षों की प्रभा के कारण अपने को भी सब ओर से सुवर्णमय ही समझा॥ ३९ ॥
तान् काञ्चनान् वृक्षगणान् मारुतेन प्रकम्पितान्। किङ्किणीशतनिर्घोषान् दृष्ट्वा विस्मयमागमत्॥४०॥ सुपुष्पिताग्रान् रुचिरांस्तरुणाङ्करपल्लवान्।,"वे सुवर्णमय वृक्षसमूह जब वायु के झोंके खाकर हिलने लगते, तब उनसे सैकड़ों घुघुरुओं के बजने की-सी मधुर ध्वनि होती थी। वह सब देखकर हनुमान जी को बड़ा विस्मय हुआ। उन वृक्षों की डालियों में सुन्दर फूल खिले हुए थे और नये-नये अंकुर तथा पल्लव निकले हुए थे, जिससे वे बड़े सुन्दर दिखायी देते थे॥ ४० १/२॥"
तामारुह्य महावेगः शिंशपां पर्णसंवृताम्॥४१॥ इतो द्रक्ष्यामि वैदेहीं रामदर्शनलालसाम्। इतश्चेतश्च दुःखार्ता सम्पतन्तीं यदृच्छया॥४२॥,"महान् वेगशाली हनुमान जी पत्तों से हरी-भरी उस शिंशपा पर यह सोचकर चढ़ गये कि ‘मैं यहीं से श्रीरामचन्द्रजी के दर्शन के लिये उत्सुक हुई उन विदेहनन्दिनी सीता को देलूँगा, जो दुःख से आतुर हो इच्छानुसार इधर-उधर जाती-आती होंगी॥ ४१-४२।।"
अशोकवनिका चेयं दृढं रम्या दुरात्मनः। चन्दनैश्चम्पकैश्चापि बकुलैश्च विभूषिता॥४३॥ इयं च नलिनी रम्या द्विजसङ्घनिषेविता। इमां सा राजमहिषी नूनमेष्यति जानकी॥४४॥,"‘दुरात्मा रावण की यह अशोकवाटिका बड़ी ही रमणीय है। चन्दन, चम्पा और मौलसिरी के वृक्ष इसकी शोभा बढ़ा रहे हैं। इधर यह पक्षियों से सेवित कमलमण्डित सरोवर भी बड़ा सुन्दर है। राजरानी जानकी इसके तट पर निश्चय ही आती होंगी॥ ४३-४४॥"
सा रामा राजमहिषी राघवस्य प्रिया सती। वनसंचारकुशला ध्रुवमेष्यति जानकी॥४५॥,‘रघुनाथजी की प्रियतमा राजरानी रामा सती-साध्वी जानकी वन में घूमने-फिरने में बहुत कुशल हैं। वे अवश्य इधर आयेंगी॥ ४५॥
अथवा मृगशावाक्षी वनस्यास्य विचक्षणा। वनमेष्यति साद्येह रामचिन्तासुकर्शिता॥४६॥,‘अथवा इस वन की विशेषताओं के ज्ञान में निपुण मृग-शावकनयनी सीता आज यहाँ इस तालाब के तटवर्ती वन में अवश्य पधारेंगी; क्योंकि वे श्रीरामचन्द्रजी के वियोग की चिन्ता से अत्यन्त दुबली हो गयी होंगी (और इस सुन्दर स्थान में आने से उनकी चिन्ता कुछ कम हो सकेगी)॥ ४६॥
रामशोकाभिसंतप्ता सा देवी वामलोचना। वनवासरता नित्यमेष्यते वनचारिणी॥४७॥,"‘सुन्दर नेत्रवाली देवी सीता भगवान् श्रीराम के विरह-शोक से बहुत ही संतप्त होंगी। वनवास में उनका सदा ही प्रेम रहा है, अतः वे वन में विचरती हुई इधर अवश्य आयेंगी॥४७॥"
वनेचराणां सततं नूनं स्पृहयते पुरा। रामस्य दयिता चार्या जनकस्य सुता सती॥४८॥,"‘श्रीराम की प्यारी पत्नी सती-साध्वी जनकनन्दिनी सीता पहले निश्चय ही वनवासी जन्तुओं से सदा प्रेम करती रही होंगी। (इसलिये उनके लिये वन में भ्रमण करना स्वाभाविक है, अतः यहाँ उनके दर्शन की सम्भावना है ही)॥४८॥"
संध्याकालमनाः श्यामा ध्रुवमेष्यति जानकी। नदी चेमां शुभजलां संध्यार्थे वरवर्णिनी॥४९॥,"‘यह प्रातःकाल की संध्या (उपासना)-का समय है, इसमें मन लगाने वाली और सदा सोलह वर्ष की सी अवस्था में रहने वाली अक्षय यौवना जनककुमारी सुन्दरी सीता संध्याकालिक उपासना के लिये इस पुण्यसलिला नदी के तट पर अवश्य पधारेंगी॥४९॥"
तस्याश्चाप्यनुरूपेयमशोकवनिका शुभा। शुभायाः पार्थिवेन्द्रस्य पत्नी रामस्य सम्मता॥५०॥,"‘जो राजाधिराज श्रीरामचन्द्रजी की समादरणीया पत्नी हैं, उन शुभलक्षणा सीता के लिये यह सुन्दर अशोकवाटिका भी सब प्रकार से अनुकूल ही है।५०॥"
यदि जीवति सा देवी ताराधिपनिभानना। आगमिष्यति सावश्यमिमां शीतजलां नदीम्॥५१॥,‘यदि चन्द्रमुखी सीता देवी जीवित हैं तो वे इस शीतल जलवाली सरिता के तट पर अवश्य पदार्पण करेंगी’॥
एवं तु मत्वा हनुमान् महात्मा प्रतीक्षमाणो मनुजेन्द्रपत्नीम्। अवेक्षमाणश्च ददर्श सर्वं सुपुष्पिते पर्णघने निलीनः॥५२॥,ऐसा सोचते हुए महात्मा हनुमान जी नरेन्द्रपत्नी सीता के शुभागमन की प्रतीक्षा में तत्पर हो सुन्दर फूलों से सुशोभित तथा घने पत्तेवाले उस अशोकवृक्ष पर छिपे रहकर उस सम्पूर्ण वन पर दृष्टिपात करते रहे ॥५२॥
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये सुन्दरकाण्डे चतुर्दशः सर्गः॥१४॥ इस प्रकार श्रीवाल्मीकि निर्मित आपरामायण आदिकाव्य के सुन्दरकाण्ड में चौदहवाँ सर्ग पूरा हुआ।१४॥,  </main>
Sarga Chapter- 11,Sarga Chapter- 11
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण सुन्दरकाण्डम् एकादशः सर्गः (11),"(हनुमान जी का पुनः अन्तःपुर में और उसकी पानभूमि में सीता का पता लगाना, धर्मलोप की आशंका और स्वतः उसका निवारण होना)"
अवधूय च तां बुद्धिं बभूवावस्थितस्तदा। जगाम चापरां चिन्तां सीतां प्रति महाकपिः॥१॥,फिर उस समय इस विचार को छोड़कर महाकपि हनुमान जी अपनी स्वाभाविक स्थिति में स्थित हुए और वे सीताजी के विषय में दूसरे प्रकार की चिन्ता करने लगे॥
न रामेण वियुक्ता सा स्वप्तुमर्हति भामिनी। न भोक्तुं नाप्यलंकर्तुं न पानमुपसेवितुम्॥२॥,"(उन्होंने सोचा-) ‘भामिनी सीता श्रीरामचन्द्रजी से बिछुड़ गयी हैं। इस दशा में वे न तो सो सकती हैं, न भोजन कर सकती हैं, न शृंगार एवं अलंकार धारण कर सकती हैं, फिर मदिरापान का सेवन तो किसी प्रकार भी नहीं कर सकतीं॥२॥"
नान्यं नरमुपस्थातुं सुराणामपि चेश्वरम्। न हि रामसमः कश्चिद् विद्यते त्रिदशेष्वपि॥३॥,"‘वे किसी दूसरे पुरुष के पास, वह देवताओं का भी ईश्वर क्यों न हो, नहीं जा सकतीं। देवताओं में भी कोई ऐसा नहीं है जो श्रीरामचन्द्रजी की समानता कर सके॥३॥"
अन्येयमिति निश्चित्य भूयस्तत्र चचार सः। पानभूमौ हरिश्रेष्ठः सीतासंदर्शनोत्सुकः॥४॥,"‘अतः अवश्य ही यह सीता नहीं, कोई दूसरी स्त्री है।’ ऐसा निश्चय करके वे कपिश्रेष्ठ सीताजी के दर्शन के लिये उत्सुक हो पुनः वहाँ की मधुशाला में विचरने लगे॥"
क्रीडितेनापराः क्लान्ता गीतेन च तथापराः। नृत्येन चापराः क्लान्ताः पानविप्रहतास्तथा॥५॥,वहाँ कोई स्त्रियाँ क्रीड़ा करने से थकी हुई थीं तो कोई गीत गाने से। दूसरी नृत्य करके थक गयी थीं और कितनी ही स्त्रियाँ अधिक मद्यपान करके अचेत हो रही थीं॥५॥
मुरजेषु मृदंगेषु चेलिकासु च संस्थिताः। तथाऽऽस्तरणमुख्येषु संविष्टाश्चापराः स्त्रियः॥ ६॥,"बहुत-सी स्त्रियाँ ढोल, मृदंग और चेलिका नामक वाद्यों पर अपने अंगों को टेककर सो गयी थीं तथा दूसरी महिलाएँ अच्छे-अच्छे बिछौनों पर सोयी हुई थीं॥६॥"
अंगनानां सहस्रेण भूषितेन विभूषणैः। रूपसंलापशीलेन युक्तगीतार्थभाषिणा॥७॥ देशकालाभियुक्तेन युक्तवाक्याभिधायिना। रताधिकेन संयुक्तां ददर्श हरियूथपः॥८॥,"वानरयूथपति हनुमान जी ने उस पानभूमि को ऐसी सहस्रों रमणियों से संयुक्त देखा, जो भाँति-भाँति के आभूषणों से विभूषित, रूप-लावण्य की चर्चा करने वाली, गीत के समुचित अभिप्राय को अपनी वाणी द्वारा प्रकट करने वाली, देश और काल को समझने वाली, उचित बात बोलने वाली और रतिक्रीड़ा में अधिक भाग लेने वाली थीं॥७-८॥"
अन्यत्रापि वरस्त्रीणां रूपसंलापशायिनाम्। सहस्रं युवतीनां तु प्रसुप्तं स ददर्श ह॥९॥,"दूसरे स्थान पर भी उन्होंने ऐसी सहस्रों सुन्दरी युवतियों को सोते देखा, जो आपस में रूप-सौन्दर्य की चर्चा करती हुई लेट रही थीं॥९॥"
देशकालाभियुक्तं तु युक्तवाक्याभिधायि तत्। रताविरतसंसुप्तं ददर्श हरियूथपः॥१०॥,"वानरयूथपति पवनकुमार ने ऐसी बहुत-सी स्त्रियों को देखा, जो देश-काल को जानने वाली, उचित बात कहने वाली तथा रतिक्रीड़ा के पश्चात् गाढ़ निद्रा में सोयी हुई थीं॥ १० ॥"
तासां मध्ये महाबाहुः शुशुभे राक्षसेश्वरः। गोष्ठे महति मुख्यानां गवां मध्ये यथा वृषः॥११॥,उन सबके बीच में महाबाहु राक्षसराज रावण विशाल गोशाला में श्रेष्ठ गौओं के बीच सोये हुए साँड़ की भाँति शोभा पा रहा था॥ ११॥
स राक्षसेन्द्रः शुशुभे ताभिः परिवृतः स्वयम्। करेणुभिर्यथारण्ये परिकीर्णो महाद्विपः॥१२॥,"जैसे वन में हाथियों से घिरा हुआ कोई महान् गजराज सो रहा हो, उसी प्रकार उस भवन में उन सुन्दरियों से घिरा हुआ स्वयं राक्षसराज रावण सुशोभित हो रहा था॥ १२॥"
सर्वकामैरुपेतां च पानभूमिं महात्मनः। ददर्श कपिशार्दूलस्तस्य रक्षःपतेहे ॥१३॥ मृगाणां महिषाणां च वराहाणां च भागशः। तत्र न्यस्तानि मांसानि पानभूमौ ददर्श सः॥ १४॥,"उस महाकाय राक्षसराज के भवन में कपिश्रेष्ठ हनुमान् ने वह पानभूमि देखी, जो सम्पूर्ण मनोवाञ्छित भोगों से सम्पन्न थी। उस मधुशाला में अलग-अलग मृगों, भैंसों और सूअरों के मांस रखे गये थे, जिन्हें हनुमान जी ने देखा ॥ १३-१४ ॥"
रौक्मेषु च विशालेषु भाजनेष्वप्यभक्षितान्। ददर्श कपिशार्दूलो मयूरान् कुक्कुटांस्तथा ॥१५॥ वराहवाध्रीणसकान् दधिसौवर्चलायुतान्। शल्यान् मृगमयूरांश्च हनुमानन्ववैक्षत॥१६॥,"वानरसिंह हनुमान् ने वहाँ सोने के बड़े-बड़े पात्रों में मोर, मुर्गे, सूअर, गेंडा, साही, हरिण तथा मयूरों के मांस देखे, जो दही और नमक मिलाकर रखे गये थे।वे अभी खाये नहीं गये थे॥१५-१६ ।।"
कृकलान् विविधांश्छागान् शशकानर्धभक्षितान्। महिषानेकशल्यांश्च मेषांश्च कृतनिष्ठितान्॥१७॥ लेह्यानुच्चावचान् पेयान् भोज्यान्युच्चावचानि च। तथाम्ललवणोत्तंसैर्विविधै रागखाण्डवैः॥१८॥,"कृकल नामक पक्षी, भाँति-भाँति के बकरे, खरगोश, आधे खाये हुए भैंसे, एकशल्य नामक मत्स्य और भेड़ें ये सब-के-सब राँध-पकाकर रखे हुए थे। इनके साथ अनेक प्रकार की चटनियाँ भी थीं। भाँति-भाँति के पेय तथा भक्ष्य पदार्थ भी विद्यमान थे। जीभ की शिथिलता दूर करने के लिये खटाई और नमक के साथ भाँति-भाँति के राग* और खाण्डव भी रखे गये थे॥ १७-१८॥"
सितामध्वादिमधुरो द्राक्षादाडिमयो रसः। विरलश्चेत् कृतो रागः सान्द्रश्चेत् खाण्डवः स्मृतः॥ महानपुरकेयूरैरपविद्धैर्महाधनैः। पानभाजनविक्षिप्तैः फलैश्च विविधैरपि॥१९॥ कृतपुष्पोपहारा भूरधिकां पुष्यति श्रियम्।,"बहुमूल्य बड़े-बड़े नूपुर और बाजूबंद जहाँ-तहाँ पड़े हुए थे। मद्यपान के पात्र इधर-उधर लुढ़काये हुए थे। भाँति-भाँति के फल भी बिखरे पड़े थे। इन सबसे उपलक्षित होने वाली वह पानभूमि, जिसे फूलों से सजाया गया था, अधिक शोभा का पोषण एवं संवर्धन कर रही थी॥ १९ १/२॥"
तत्र तत्र च विन्यस्तैः सुश्लिष्टशयनासनैः॥२०॥ पानभूमिर्विना वह्नि प्रदीप्तेवोपलक्ष्यते।,यत्र-तत्र रखी हुई सुदृढ़ शय्याओं और सुन्दर स्वर्णमय सिंहासनों से सुशोभित होने वाली वह मधुशाला ऐसी जगमगा रही थी कि बिना आग के ही जलती हुई-सी दिखायी देती थी॥ २० १/२॥
बहुप्रकारैर्विविधैर्वरसंस्कारसंस्कृतैः॥ २१॥ मांसैः कुशलसंयुक्तैः पानभूमिगतैः पृथक् । दिव्याः प्रसन्ना विविधाः सुराः कृतसुरा अपि॥२२॥ शर्करासवमाध्वीकाः पुष्पासवफलासवाः। वासचूर्णैश्च विविधैर्मुष्टास्तैस्तैः पृथक् पृथक्॥२३॥,"अच्छी छौंक-बघार से तैयार किये गये नाना प्रकार के विविध मांस चतुर रसोइयों द्वारा बनाये गये थे और उस पानभूमि में पृथक्-पृथक् सजाकर रखे गये थे। उनके साथ ही स्वच्छ दिव्य सुराएँ (जो कदम्ब आदि वृक्षों से स्वतः उत्पन्न हुई थीं) और कृत्रिम सुराएँ (जिन्हें शराब बनाने वाले लोग तैयार करते हैं) भी वहाँ रखी गयी थीं। उनमें शर्करासव, माध्वीक,२ पुष्पासवरे और फलासव भी थे। इन सबको नाना प्रकार के सुगन्धित चूर्णो से पृथक्-पृथक् वासित किया गया था॥ २१–२३॥ १. शर्करा से तैयार की हुई सुरा ‘शर्करासव’ कहलाती है। २. मधु से बनायी हुई ‘मदिरा’"
संतता शुशुभे भूमिर्माल्यैश्च बहुसंस्थितैः। हिरण्मयैश्च कलशैर्भाजनैः स्फाटिकैरपि॥२४॥ जाम्बूनदमयैश्चान्यैः करकैरभिसंवृता।,"वहाँ अनेक स्थानों पर रखे हुए नाना प्रकार के फूलों, सुवर्णमय कलशों, स्फटिकमणि के पात्रों तथा जाम्बूनद के बने हुए अन्यान्य कमण्डलुओं से व्याप्त हुई वह पानभूमि बड़ी शोभा पा रही थी॥ २४ १/२ ।।"
राजतेषु च कुम्भेषु जाम्बूनदमयेषु च ॥२५॥ पानश्रेष्ठां तथा भूमिं कपिस्तत्र ददर्श सः।,"चाँदी और सोने के घड़ों में, जहाँ श्रेष्ठ पेय पदार्थ रखे थे, उस पानभूमि को कपिवर हनुमान जी ने वहाँ अच्छी तरह घूम-घूमकर देखा॥ २५ १/२॥"
सोऽपश्यच्छातकुम्भानि सीधोर्मणिमयानि च॥२६॥ तानि तानि च पूर्णानि भाजनानि महाकपिः।,"महाकपि पवनकुमार ने देखा, वहाँ मदिरा से भरे हुए सोने और मणियों के भिन्न-भिन्न पात्र रखे गये हैं। २६ १/२॥"
