sanskrit,hindi
स लक्ष्मणः संत्वरितः सालमारुह्य पुष्पितम्। प्रेक्षमाणो दिशः सर्वाः पूर्वां दिशमवैक्षत ॥११॥,भगवान् श्रीराम की आज्ञा पाकर लक्ष्मण तुरंत ही फूलों से भरे हुए एक शाल-वृक्ष पर चढ़ गये और सम्पूर्ण दिशाओं की ओर देखते हुए उन्होंने पूर्व दिशा की ओर दृष्टिपात किया॥११॥
उदङ्मुखः प्रेक्षमाणो ददर्श महतीं चमूम्। गजाश्वरथसम्बाधां यत्तैर्युक्तां पदातिभिः॥१२॥,"तत्पश्चात् उत्तर की ओर मँह करके देखने पर उन्हें एक विशाल सेना दिखायी दी, जो हाथी, घोड़े और रथों से परिपूर्ण तथा प्रयत्नशील पैदल सैनिकों से संयुक्त थी॥"
तामश्वरथसम्पूर्णां रथध्वजविभूषिताम्। शशंस सेनां रामाय वचनं चेदमब्रवीत्॥१३॥,घोड़ों और रथों से भरी हई तथा रथ की ध्वजा से विभूषित उस सेना की सूचना उन्होंने श्रीरामचन्द्रजी को दी और यह बात कही— ॥ १३॥
अग्निं संशमयत्वार्यः सीता च भजतां गुहाम्। सज्यं कुरुष्व चापं च शरांश्च कवचं तथा॥ १४॥,‘आर्य! अब आप आग बुझा दें (अन्यथा धुआँ देखकर यह सेना यहीं चली आयगी) देवी सीता गुफा में जा बैठें। आप अपने धनुष पर प्रत्यञ्चा चढ़ा लें और बाण तथा कवच धारण कर लें ॥१४॥
तं रामः पुरुषव्याघ्रो लक्ष्मणं प्रत्युवाच ह। अङ्गावेक्षस्व सौमित्रे कस्येमां मन्यसे चमूम्॥ १५॥,"यह सुनकर पुरुषसिंह श्रीराम ने लक्ष्मण से कहा —’प्रिय सुमित्राकुमार! अच्छी तरह देखो तो सही, तुम्हारी समझ में यह किसकी सेना हो सकती है ?’॥ १५॥"
एवमुक्तस्तु रामेण लक्ष्मणो वाक्यमब्रवीत्। दिधक्षन्निव तां सेनां रुषितः पावको यथा॥ १६॥,"श्रीराम के ऐसा कहने पर लक्ष्मण रोष से प्रज्वलित हुए अग्निदेव की भाँति उस सेना की ओर इस तरह देखने लगे, मानो उसे जलाकर भस्म कर देना चाहते हों और इस प्रकार बोले- ॥१६॥"
 सम्पन्नं राज्यमिच्छंस्तु व्यक्तं प्राप्याभिषेचनम्। आवां हन्तुं समभ्येति कैकेय्या भरतः सुतः॥ १७॥,"‘भैया! निश्चय ही यह कैकेयी का पुत्र भरत है, जो अयोध्या में अभिषिक्त होकर अपने राज्य को निष्कण्टक बनाने की इच्छा से हम दोनों को मार डालने के लिये यहाँ आ रहा है॥ १७ ॥"
एष वै सुमहान् श्रीमान् विटपी सम्प्रकाशते। विराजत्युज्ज्वलस्कन्धः कोविदारध्वजो रथे॥ १८॥,"‘सामने की ओर यह जो बहुत बड़ा शोभासम्पन्न वृक्ष दिखायी देता है, उसके समीप जो रथ है, उसपरउज्ज्वल तने से युक्त कोविदार वृक्ष से चिह्नित ध्वज शोभा पा रहा है॥ १८॥"
भजन्त्येते यथाकाममश्वानारुह्य शीघ्रगान्। एते भ्राजन्ति संहृष्टा गजानारुह्य सादिनः ॥१९॥,‘ये घुड़सवार सैनिक इच्छानुसार शीघ्रगामी घोड़ों पर आरूढ़ हो इधर ही आ रहे हैं और ये हाथीसवार भी बड़े हर्ष से हाथियों पर चढ़कर आते हए प्रकाशित हो रहे हैं।
गृहीतधनुषावावां गिरिं वीर श्रयावहे। अथवेहैव तिष्ठावः संनद्धावुद्यतायुधौ॥२०॥,‘वीर! हम दोनों को धनुष लेकर पर्वत के शिखर पर चलना चाहिये अथवा कवच बाँधकर अस्त्रशस्त्रधारण किये यहीं डटे रहना चाहिये।॥ २० ॥
अपि नौ वशमागच्छेत् कोविदारध्वजो रणे। अपि द्रक्ष्यामि भरतं यत्कृते व्यसनं महत्॥२१॥ त्वया राघव सम्प्राप्तं सीतया च मया तथा। यन्निमित्तं भवान् राज्याच्च्युतो राघव शाश्वतात्॥,"‘रघुनन्दन! आज यह कोविदार के चिह्न से युक्त ध्वजवाला रथ रणभूमि में हम दोनों के अधिकार में आ जायगा और आज मैं अपनी इच्छा के अनुसार उस भरत को भी सामने देखेंगा कि जिसके कारण आपको, सीता को और मुझे भी महान् संकट का सामना करना पड़ा है तथा जिसके कारण आप अपने सनातन राज्याधिकार से वञ्चित किये गये हैं।॥ २२॥"
सम्प्राप्तोऽयमरिर्वीर भरतो वध्य एव हि। भरतस्य वधे दोषं नाहं पश्यामि राघव॥२३॥,‘वीर रघुनाथजी! यह भरत हमारा शत्रु है और सामने आ गया है; अतः वध के ही योग्य है। भरत का वध करने में मुझे कोई दोष नहीं दिखायी देता ॥ २३ ॥
पूर्वापकारिणं हत्वा न ह्यधर्मेण युज्यते। पूर्वापकारी भरतस्त्यागेऽधर्मश्च राघव॥२४॥,"‘रघुनन्दन! जो पहले का अपकारी रहा हो, उसको मारकर कोई अधर्म का भागी नहीं होता है। भरत ने पहले हम लोगों का अपकार किया है, अतः उसे मारने में नहीं, जीवित छोड़ देने में ही अधर्म है। २४ ।।"
एतस्मिन् निहते कृत्स्नामनुशाधि वसुंधराम्। अद्य पुत्रं हतं संख्ये कैकेयी राज्यकामुका॥ २५॥ मया पश्येत् सुदुःखार्ता हस्तिभिन्नमिव द्रुमम्।,"‘इस भरत के मारे जाने पर आप समस्त वसुधा का शासन करें। जैसे हाथी किसी वृक्ष को तोड़ डालता है, उसी प्रकार राज्य का लोभ करने वाली कैकेयी आज अत्यन्त दुःखसे आर्त हो इसे मेरे द्वारा युद्ध में मारा गया देखे ॥ २५ १/२॥"
कैकेयीं च वधिष्यामि सानुबन्धां सबान्धवाम्॥ २६॥ कलुषेणाद्य महता मेदिनी परिमुच्यताम्।,‘मैं कैकेयी का भी उसके सगे-सम्बन्धियों एवं बन्धु-बान्धवों सहित वध कर डालूँगा। आज यह पृथ्वी कैकेयी रूप महान् पाप से मुक्त हो जाय॥ २६ १/२॥
अद्येमं संयतं क्रोधमसत्कारं च मानद ॥२७॥ मोक्ष्यामि शत्रुसैन्येषु कक्षेष्विव हुताशनम्।,"‘मानद! आज मैं अपने रोके हुए क्रोध और तिरस्कार को शत्रु की सेनाओं पर उसी प्रकार छोडूंगा, जैसे सूखे घास-फूस के ढेर में आग लगा दी जाय॥ २७ १/२॥"
अद्यैव चित्रकूटस्य काननं निशितैः शरैः॥ २८॥ छिन्दन शत्रशरीराणि करिष्ये शोणितोक्षितम्।,‘अपने तीखे बाणों से शत्रुओं के शरीरों के टुकड़े-टुकड़े करके मैं अभी चित्रकूट के इस वन को रक्त से सींच दूंगा॥ २८ १/२॥
शरैर्निभिन्नहृदयान् कुञ्जरांस्तुरगांस्तथा ॥२९॥ श्वापदाः परिकर्षन्तु नरांश्च निहतान् मया।,‘मेरे बाणों से विदीर्ण हुए हृदय वाले हाथियों और घोड़ों को तथा मेरे हाथ से मारे गये मनुष्यों को भीगीदड़ आदि मांसभक्षी जन्तु इधर-उधर घसीटें॥ २९ १/२॥
शराणां धनुषश्चाहमनृणोऽस्मिन् महावने। ससैन्यं भरतं हत्वा भविष्यामि न संशयः॥३०॥,‘इस महान् वन में सेनासहित भरत का वध करके मैं धनुष और बाण के ऋण से उऋण हो जाऊँगा—इसमें संशय नहीं है’ ॥ ३० ॥
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्येऽयोध्याकाण्डे षण्णवतितमः सर्ग॥ ९६॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के अयोध्याकाण्ड में छियानबेवाँ सर्ग पूरा हुआ॥ ९६॥,  </main>
Sarga Chapter- 55,Sarga Chapter- 55
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण अयोध्याकाण्डम् पञ्चपञ्चाशः सर्गः (सर्ग 55),"श्रीराम आदि का अपने ही बनाये हुए बेडे से यमुनाजी को पार करना, सीता की यमुना और श्यामवट से प्रार्थना,यमुनाजी के समतल तटपर रात्रि में निवास करना"
उषित्वा रजनीं तत्र राजपुत्रावरिंदमौ। महर्षिमभिवाद्याथ जग्मतुस्तं गिरिं प्रति॥१॥,उस आश्रम में रातभर रहकर शत्रुओं का दमन करने वाले वे दोनों राजकुमार महर्षि को प्रणाम करके चित्रकूट पर्वत पर जाने को उद्यत हुए॥१॥
तेषां स्वस्त्ययनं चैव महर्षिः स चकार ह। प्रस्थितान् प्रेक्ष्य तांश्चैव पिता पुत्रानिवौरसान्॥ २॥,उन तीनों को प्रस्थान करते देख महर्षि ने उनके लिये उसी प्रकार स्वस्तिवाचन किया जैसे पिता अपने औरस पुत्रों को यात्रा करते देख उनके लिये मङ्गलसूचक आशीर्वाद देता है॥२॥
ततः प्रचक्रमे वक्तुं वचनं स महामुनिः। भरद्वाजो महातेजा रामं सत्यपराक्रमम्॥३॥,तदनन्तर महातेजस्वी महामुनि भरद्वाज ने सत्य पराक्रमी श्रीराम से इस प्रकार कहना आरम्भ किया
गङ्गायमुनयोः संधिमासाद्य मनुजर्षभौ। कालिन्दीमनुगच्छेतां नदी पश्चान्मुखाश्रिताम्॥ ४॥,"‘नरश्रेष्ठ! तुम दोनों भाई गङ्गा और यमुना के संगम पर पहुँचकर जिनमें पश्चिममुखी होकर गङ्गा मिली हैं, उन महानदी यमुना के निकट जाना॥ ४॥"
अथासाद्य तु कालिन्दी प्रतिस्रोतःसमागताम्। तस्यास्तीर्थं प्रचरितं प्रकामं प्रेक्ष्य राघव। तत्र यूयं प्लवं कृत्वा तरतांशुमती नदीम्॥५॥,‘रघुनन्दन! तदनन्तर गङ्गाजी के जल के वेग से अपने प्रवाह के प्रतिकूल दिशा में मुड़ी हुई यमुना के पास पहुँचकर लोगों के आने-जाने के कारण उनके पदचिह्नों से चिह्नित हुए अवतरण-प्रदेश (पार उतरने के लिये उपयोगी घाट) को अच्छी तरह देखभालकर वहाँ जाना और एक बेड़ा बनाकर उसी के द्वारा सूर्यकन्या यमुना के उस पार उतर जाना॥५॥
ततो न्यग्रोधमासाद्य महान्तं हरितच्छदम्। परीतं बहुभिर्वृक्षः श्यामं सिद्धोपसेवितम्॥६॥ तस्मिन् सीताञ्जलिं कृत्वा प्रयुञ्जीताशिषां क्रियाम्। समासाद्य च तं वृक्षं वसेद् वातिक्रमेत वा॥५॥,"‘तत्पश्चात् आगे जाने पर एक बहुत बड़ा बरगद का वृक्ष मिलेगा, जिसके पत्ते हरे रंग के हैं। वह चारों ओर से बहुसंख्यक दूसरे वृक्षों द्वारा घिरा हुआ है। उस वृक्ष का नाम श्यामवट है। उसकी छाया के नीचे बहुत-से सिद्ध पुरुष निवास करते हैं। वहाँ पहुँचकर सीता दोनों हाथ जोड़कर उस वृक्ष से आशीर्वाद की याचना करें। यात्री की इच्छा हो तो उस वृक्ष के पास जाकर कुछ कालतक वहाँ निवास करे अथवा वहाँ से आगे बढ़ जाय॥६-७॥"
क्रोशमात्रं ततो गत्वा नीलं प्रेक्ष्य च काननम्। सल्लकीबदरीमिश्रं रम्यं वंशैश्च यामुनैः॥८॥,‘श्यामवट से एक कोस दूर जाने पर तुम्हें नीलवन का दर्शन होगा; वहाँ सल्लकी (चीड़) और बेर के भी पेड़ मिले हुए हैं। यमुना के तट पर उत्पन्न हुए बाँसों के कारण वह और भी रमणीय दिखायी देता है॥ ८॥
 स पन्थाश्चित्रकूटस्य गतस्य बहुशो मया। रम्यो मार्दवयुक्तश्च दावैश्चैव विवर्जितः॥९॥,‘यह वही स्थान है जहाँ से चित्रकूट को रास्ता जाता है। मैं उस मार्ग से कई बार गया हूँ। वहाँ की भूमि कोमल और दृश्य रमणीय है। उधर कभी दावानल का भय नहीं होता है’॥९॥
इति पन्थानमादिश्य महर्षिः संन्यवर्तत। अभिवाद्य तथेत्युक्त्वा रामेण विनिवर्तितः॥ १०॥,"इस प्रकार मार्ग बताकर जब महर्षि भरद्वाज लौटने लगे, तब श्रीराम ने ‘तथास्तु’ कहकर उनके चरणों में प्रणाम किया और कहा–’अब आप आश्रम को लौट जाइये’॥ १०॥"
उपावृत्ते मुनौ तस्मिन् रामो लक्ष्मणमब्रवीत्। कृतपुण्याः स्म भद्रं ते मुनिर्यन्नोऽनुकम्पते॥११॥,"उन महर्षि के लौट जाने पर श्रीराम ने लक्ष्मण से कहा —’सुमित्रानन्दन ! तुम्हारा कल्याण हो। ये मुनि हमारे ऊपर जो इतनी कृपा रखते हैं, इससे जान पड़ता है कि हमलोगों ने पहले कभी महान् पुण्य किया है’।"
इति तौ पुरुषव्याघ्रौ मन्त्रयित्वा मनस्विनौ। सीतामेवाग्रतः कृत्वा कालिन्दी जग्मतुर्नदीम्॥ १२॥,इस प्रकार बातचीत करते हुए वे दोनों मनस्वी पुरुषसिंह सीता को ही आगे करके यमुना नदी के तटपर गये॥ १२॥
अथासाद्य तु कालिन्दी शीघ्रस्रोतस्विनी नदीम। चिन्तामापेदिरे सद्यो नदीजलतितीर्षवः॥१३॥,वहाँ कालिन्दी का स्रोत बड़ी तीव्रगति से प्रवाहित हो रहा था; वहाँ पहुँचकर वे इस चिन्ता में पड़े कि कैसे नदी को पार किया जाय; क्योंकि वे तुरंत ही यमुनाजी के जल को पार करना चाहते थे॥१३॥
तौ काष्ठसंघाटमथो चक्रतुः सुमहाप्लवम्। शुष्कर्वंशैः समाकीर्णमुशीरैश्च समावृतम्॥१४॥ ततो वैतसशाखाश्च जम्बुशाखाश्च वीर्यवान्। चकार लक्ष्मणश्छित्त्वा सीतायाः सुखमासनम्॥ १५॥,फिर उन दोनों भाइयों ने जंगल के सूखे काठ बटोरकर उन्हीं के द्वारा एक बहुत बड़ा बेड़ा तैयार किया। वह बेड़ा सूखे बाँसों से व्याप्त था और उसके ऊपर खस बिछाया गया था। तदनन्तर पराक्रमी लक्ष्मण ने बेंत और जामुन की टहनियों को काटकर सीता के बैठने के लिये एक सुखद आसन तैयार किया। १४-१५॥
तत्र श्रियमिवाचिन्त्यां रामो दाशरथिः प्रियाम्। ईषत्स लज्जमानां तामध्यारोपयत प्लवम्॥१६॥ पार्श्वे तत्र च वैदेह्या वसने भूषणानि च।। प्लवे कठिनकाजं च रामश्चक्रे समाहितः॥१७॥,"दशरथनन्दन श्रीराम ने लक्ष्मी के समान अचिन्त्य ऐश्वर्यवाली अपनी प्रिया सीता को जो कुछ लज्जित सी हो रही थीं, उस बेड़े पर चढ़ा दिया और उनके बगल में वस्त्र एवं आभूषण रख दिये; फिर श्रीराम ने बड़ी सावधानी के साथ खन्ती (कुदारी) और बकरे के चमड़े से मढ़ी हुई पिटारी को भी बेड़ेपर ही रखा। १६-१७॥"
आरोप्य सीतां प्रथमं संघाटं परिगृह्य तौ। ततः प्रतेरतुर्यत्तौ प्रीतौ दशरथात्मजौ॥१८॥,इस प्रकार पहले सीता को चढ़ाकर वे दोनों भाई दशरथकुमार श्रीराम और लक्ष्मण उस बेड़े को पकड़कर खेने लगे। उन्होंने बड़े प्रयत्न और प्रसन्नता के साथ नदी को पार करना आरम्भ किया। १८॥
कालिन्दीमध्यमायाता सीता त्वेनामवन्दत। स्वस्ति देवि तरामि त्वां पारयेन्मे पतिव्रतम्॥ १९॥,"यमुना की बीच धारा में आनेपर सीता ने उन्हें प्रणाम किया और कहा–’देवि! इस बेड़े द्वारा मैं आपके पार जा रही हूँ। आप ऐसी कृपा करें, जिससे हमलोग सकुशल पार हो जायँ और मेरे पतिदेव अपनी वनवासविषयक प्रतिज्ञा को निर्विघ्न पूर्ण करें॥ १९॥"
यक्ष्ये त्वां गोसहस्रेण सुराघटशतेन च। स्वस्ति प्रत्यागते रामे पुरीमिक्ष्वाकुपालिताम्॥ २०॥,‘इक्ष्वाकुवंशी वीरों द्वारा पालित अयोध्यापुरी में श्रीरघुनाथजी के सकुशल लौट आने पर मैं आपके किनारे एक सहस्र गौओं का दान करूँगी और सैकड़ों देवदुर्लभ पदार्थ अर्पित करके आपकी पूजा सम्पन्न करूँगी’ ॥२०॥
कालिन्दीमथ सीता तु याचमाना कृताञ्जलिः। तीरमेवाभिसम्प्राप्ता दक्षिणं वरवर्णिनी॥२१॥,"इस प्रकार सुन्दरी सीता हाथ जोड़कर यमुनाजी से प्रार्थना कर रही थीं, इतने ही में वे दक्षिण तटपर जा पहुँचीं॥"
ततः प्लवेनांशुमती शीघ्रगामूर्मिमालिनीम्। तीरजैर्बहुभिर्वृक्षैः संतेरुर्यमुना नदीम्॥२२॥,इस तरह उन तीनों ने उसी बेड़े द्वारा बहुसंख्यक तटवर्ती वृक्षों से सुशोभित और तरङ्गमालाओं से अलंकृत शीघ्रगामिनी सूर्य-कन्या यमुना नदी को पार किया॥ २२॥
ते तीर्णाः प्लवमुत्सृज्य प्रस्थाय यमुनावनात्। श्यामं न्यग्रोधमासेदुः शीतलं हरितच्छदम्॥२३॥,पार उतरकर उन्होंने बेड़े को तो वहीं तट पर छोड़ दिया और यमुना-तटवर्ती वन से प्रस्थान करके वे हरे हरे पत्तों से सुशोभित शीतल छाया वाले श्यामवट के पास जा पहुँचे।। २३॥
न्यग्रोधं समुपागम्य वैदेही चाभ्यवन्दत। नमस्तेऽस्तु महावृक्ष पारयेन्मे पतिव्रतम्॥२४॥,"वट के समीप पहुँचकर विदेहनन्दिनी सीता ने उसे मस्तक झुकाया और इस प्रकार कहा—’महावृक्ष! आपको नमस्कार है। आप ऐसी कृपा करें, जिससे मेरे पतिदेव अपने वनवास-विषयक व्रत को पूर्ण करें॥ २४॥"
कौसल्यां चैव पश्येम सुमित्रां च यशस्विनीम्। इति सीताञ्जलिं कृत्वा पर्यगच्छन्मनस्विनी॥ २५॥,‘तथा हमलोग वन से सकुशल लौटकर माता कौसल्या तथा यशस्विनी सुमित्रा देवी का दर्शन कर सकें।’ इस प्रकार कहकर मनस्विनी सीता ने हाथ जोड़े हुए उस वृक्ष की परिक्रमा की॥ २५ ॥
अवलोक्य ततः सीतामायाचन्तीमनिन्दिताम्। दयितां च विधेयां च रामो लक्ष्मणमब्रवीत्॥ २६॥,सदा अपनी आज्ञा के अधीन रहने वाली प्राणप्यारी सती-साध्वी सीता को श्यामवट से आशीर्वाद की याचना करती देख श्रीराम ने लक्ष्मण से कहा—॥ २६॥
सीतामादाय गच्छ त्वमग्रतो भरतानुज। पृष्ठतोऽनुगमिष्यामि सायुधो द्विपदां वर ॥२७॥,‘भरत के छोटे भाई नरश्रेष्ठ लक्ष्मण! तुम सीता को साथ लेकर आगे-आगे चलो और मैं धनुष धारण किये पीछे से तुमलोगों की रक्षा करता हुआ चलूँगा। २७॥
यद् यत् फलं प्रार्थयते पुष्पं वा जनकात्मजा। तत् तत् प्रयच्छ वैदेह्या यत्रास्या रमते मनः॥ २८॥,"‘विदेहकुलनन्दिनी जनकदुलारी सीता जो-जो फल या फूल माँगें अथवा जिस वस्तु को पाकर इनका मन प्रसन्न रहे, वह सब इन्हें देते रहो’ ॥ २८॥"
एकैकं पादपं गुल्मं लतां वा पुष्पशालिनीम्। अदृष्टरूपां पश्यन्ती रामं पप्रच्छ साऽबला॥२९॥,"अबला सीता एक-एक वृक्ष, झाड़ी अथवा पहले की न देखी हुई पुष्पशोभित लता को देखकर उसके विषय में श्रीरामचन्द्रजी से पूछती थीं॥ २९॥"
रमणीयान् बहुविधान् पादपान् कुसुमोत्करान्। सीतावचनसंरब्ध आनयामास लक्ष्मणः॥३०॥,तथा लक्ष्मण सीता के कथनानुसार तुरंत ही भाँतिभाँति के वृक्षों की मनोहर शाखाएँ और फूलों के गुच्छे ला-लाकर उन्हें देते थे॥३०॥
विचित्रवालुकजलां हंससारसनादिताम्। रेमे जनकराजस्य सुता प्रेक्ष्य तदा नदीम्॥३१॥,उस समय जनकराजकिशोरी सीता विचित्र वालुका और जलराशि से सुशोभित तथा हंस और सारसों के कलनाद से मुखरित यमुना नदी को देखकर बहुत प्रसन्न होती थीं॥३१॥
क्रोशमात्रं ततो गत्वा भ्रातरौ रामलक्ष्मणौ। बहून् मेध्यान् मृगान् हत्वा चेरतुर्यमुनावने ॥३२॥,इस तरह एक कोस की यात्रा करके दोनों भाई श्रीराम और लक्ष्मण (प्राणियों के हित के लिये) मार्ग में मिले हुए हिंसक पशुओं का वध करते हुए यमुनातटवर्ती वन में विचरने लगे॥ ३२॥
विहृत्य ते बर्हिणपूगनादिते शुभे वने वारणवानरायुते। समं नदीवप्रमुपेत्य सत्वरं निवासमाजग्मुरदीनदर्शनाः॥३३॥,"उदार दृष्टिवाले वे सीता, लक्ष्मण और श्रीराम मोरों के झुंडों की मीठी बोली से गूंजते तथा हाथियों और वानरों से भरे हुए उस सुन्दर वन में घूम-फिरकर शीघ्र ही यमुनानदी के समतल तटपर आ गये और रात में उन्होंने वहीं निवास किया॥ ३३॥"
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्येऽयोध्याकाण्डे पञ्चपञ्चाशः सर्गः॥५५॥ इस प्रकार श्रीवाल्मीकि निर्मित आपरामायण आदिकाव्य के अयोध्याकाण्ड में पचपनवाँ सर्ग पूरा हुआ॥ ५५॥,  </main>
Sarga Chapter- 66,Sarga Chapter- 66
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण अयोध्याकाण्डम् षट्षष्टितमः सर्गः (सर्ग 66),"राजा के लिये कौसल्या का विलाप और कैकेयी की भर्त्सना, मन्त्रियों का राजा के शव को तेल से भरे हुए कड़ाह में सुलाना, पुरी की श्रीहीनता और पुरवासियों का शोक"
तमग्निमिव संशान्तमम्बुहीनमिवार्णवम्। गतप्रभमिवादित्यं स्वर्गस्थं प्रेक्ष्य भूमिपम्॥१॥ कौसल्या बाष्पपूर्णाक्षी विविधं शोककर्शिता। उपगृह्य शिरो राज्ञः कैकेयीं प्रत्यभाषत॥२॥,"बुझी हुई आग, जलहीन समुद्र तथा प्रभाहीन सूर्य की भाँति शोभाहीन हुए दिवङ्गत राजा का शव देखकर कौसल्या के नेत्रों में आँसू भर आये। वे अनेक प्रकार से शोकाकुल होकर राजा के मस्तक को गोद में ले कैकेयी से इस प्रकार बोलीं- ॥ १-२॥"
सकामा भव कैकेयी भुक्ष्व राज्यमकण्टकम्। त्यक्त्वा राजानमेकाना नृशंसे दुष्टचारिणि॥३॥,"‘दुराचारिणी क्रूर कैकेयी! ले, तेरी कामना सफल हुई। अब राजा को भी त्यागकर एकाग्रचित्त हो अपना अकण्टक राज्य भोग॥३॥"
विहाय मां गतो रामो भर्ता च स्वर्गतो मम। विपथे सार्थहीनेव नाहं जीवितुमुत्सहे॥४॥,‘राम मुझे छोड़कर वन में चले गये और मेरे स्वामी स्वर्ग सिधारे। अब मैं दुर्गम मार्ग में साथियों से बिछुड़कर असहाय हुई अबला की भाँति जीवित नहीं रह सकती॥
भर्तारं तु परित्यज्य का स्त्री दैवतमात्मनः। इच्छेज्जीवितुमन्यत्र कैकेय्यास्त्यक्तधर्मणः॥५॥,‘नारीधर्म को त्याग देने वाली कैकेयी के सिवा संसार में दूसरी कौन ऐसी स्त्री होगी जो अपने लिये आराध्य देवस्वरूप पति का परित्याग करके जीना चाहेगी? ॥ ५॥
न लुब्धो बुध्यते दोषान् किंपाकमिव भक्षयन्। कुब्जानिमित्तं कैकेय्या राघवाणां कुलं हतम्॥,"‘जैसे कोई धन का लोभी दूसरों को विष खिला देता है और उससे होने वाले हत्या के दोषों पर ध्यान नहीं देता, उसी प्रकार इस कैकेयी ने कुब्जा के कारण रघुवंशियों के इस कुल का नाश कर डाला॥ ६॥"
अनियोगे नियुक्तेन राज्ञा रामं विवासितम्। सभार्यं जनकः श्रुत्वा परितप्स्यत्यहं यथा॥७॥,"‘कैकेयी ने महाराज को अयोग्य कार्य में लगाकर उनके द्वारा पत्नीसहित श्रीराम को वनवास दिलवा दिया। यह समाचार जब राजा जनक सुनेंगे, तब मेरे ही समान उनको भी बड़ा कष्ट होगा।॥ ७॥"
स मामनाथां विधवां नाद्य जानाति धार्मिकः। रामः कमलपत्राक्षो जीवन्नाशमितो गतः॥८॥,‘मैं अनाथ और विधवा हो गयी—यह बात मेरे धर्मात्मा पुत्र कमलनयन श्रीराम को नहीं मालूम है। वे तो यहाँ से जीते-जी अदृश्य हो गये हैं॥८॥
विदेहराजस्य सुता तथा चारुतपस्विनी। दुःखस्यानुचिता दुःखं वने पर्युद्धिजिष्यति॥९॥,‘पति-सेवारूप मनोहर तप करने वाली विदेहराजकुमारी सीता दुःख भोगने के योग्य नहीं है। वह वन में दुःखका अनुभव करके उद्विग्न हो उठेगी॥ ९॥
नदतां भीमघोषाणां निशासु मृगपक्षिणाम्। निशम्यमाना संत्रस्ता राघवं संश्रयिष्यति॥१०॥,‘रात के समय भयानक शब्द करने वाले पशुपक्षियों की बोली सुनकर भयभीत हो सीता श्रीराम की ही शरण लेगी- उन्हीं की गोद में जाकर छिपेगी॥ १०॥
वृद्धश्चैवाल्पपुत्रश्च वैदेहीमनुचिन्तयन्। सोऽपि शोकसमाविष्टो नूनं त्यक्ष्यति जीवितम्॥ ११॥,"‘जो बूढ़े हो गये हैं, कन्याएँ मात्र ही जिनकी संतति हैं, वे राजा जनक भी सीता की ही बारम्बार चिन्ता करते हुए शोक में डूबकर अवश्य ही अपने प्राणों का परित्याग कर देंगे॥ ११ ॥"
साहमयैव दिष्टान्तं गमिष्यामि पतिव्रता। इदं शरीरमालिङ्ग्य प्रवेक्ष्यामि हुताशनम्॥१२॥,‘मैं भी आज ही मृत्यु का वरण करूँगी। एक पतिव्रता की भाँति पति के शरीर का आलिङ्गन करके चिता की आग में प्रवेश कर जाऊँगी’ ॥ १२ ॥
तां ततः सम्परिष्वज्य विलपन्तीं तपस्विनीम्। व्यपनिन्युः सुदुःखार्ता कौसल्यां व्यावहारिकाः॥ १३॥,पति के शरीर को हृदय से लगाकर अत्यन्त दुःख से आर्त हो करुण विलाप करती हुई तपस्विनी कौसल्या को राजकाज देखने वाले मन्त्रियों ने दूसरी स्त्रियों द्वारा वहाँ से हटवा दिया॥ १३ ॥
तैलद्रोण्यां तदामात्याः संवेश्य जगतीपतिम्। राज्ञः सर्वाण्यथादिष्टाश्चक्रुः कर्माण्यनन्तरम्॥ १४॥,फिर उन्होंने महाराज के शरीर को तेल से भरी हुई नाव में रखकर वसिष्ठ आदि की आज्ञा के अनुसार शव की रक्षा आदि अन्य सब राजकीय कार्यों की सँभाल आरम्भ कर दी॥१४॥
