sanskrit,hindi
ततो रोषपरीतात्मा धनुस्तस्य दुरात्मनः। बभञ्ज तरसा नीलो ननाद च पुनः पुनः॥४४॥,तत्पश्चात् रोष से भरे हुए नील ने उस दुरात्मा के धनुष को भी वेगपूर्वक तोड़ दिया और बारंबार वे गर्जना करने लगे॥४४॥
विधनुः स कृतस्तेन प्रहस्तो वाहिनीपतिः। प्रगृह्य मुसलं घोरं स्यन्दनादवपुप्लुवे॥४५॥,नील के द्वारा धनुषरहित किया गया सेनापति प्रहस्त एक भयानक मूसल हाथ में लेकर अपने रथ से कूद पड़ा॥
तावुभौ वाहिनीमुख्यौ जातवैरौ तरस्विनौ। स्थितौ क्षतजसिक्ताङ्गौ प्रभिन्नाविव कुञ्जरौ॥४६॥,वे दोनों वीर अपनी-अपनी सेना के प्रधान थे। दोनों ही एक-दूसरे के वैरी और वेगशाली थे। वे मद की धारा बहाने वाले दो गजराजों के समान खून से नहा उठे थे॥
उल्लिखन्तौ सुतीक्ष्णाभिर्दष्ट्राभिरितरेतरम्। सिंहशार्दूलसदृशौ सिंहशार्दूलचेष्टितौ॥४७॥,दोनों ही अपनी तीखी दाढ़ों से काट-काटकर एक-दूसरे के अंगों को घायल किये देते थे। वे दोनों सिंह और बाघ के समान शक्तिशाली और उन्हीं के समान विजय के लिये सचेष्ट थे॥४७॥
विक्रान्तविजयौ वीरौ समरेष्वनिवर्तिनौ। काङ्क्षमाणौ यशः प्राप्तुं वृत्रवासवयोरिव॥४८॥,"दोनों वीर पराक्रमी, विजयी और युद्ध में कभी पीठ न दिखाने वाले थे तथा वृत्रासुर और इन्द्र के समान युद्ध में यश पाने की अभिलाषा रखते थे॥४८॥"
आजघान तदा नीलं ललाटे मुसलेन सः। प्रहस्तः परमायत्तस्ततः सुस्राव शोणितम्॥४९॥,उस समय परम उद्योगी प्रहस्तने नील के ललाट में मूसल से आघात किया। इससे उनके ललाट से रक्त की धारा बह चली॥४९॥
ततः शोणितदिग्धाङ्गः प्रगृह्य च महातरुम्। प्रहस्तस्योरसि क्रुद्धो विससर्ज महाकपिः॥५०॥,उनके सारे अंग रक्त से भीग गये। तब क्रोध से भरे हुए महाकपि नील ने एक विशाल वृक्ष उठाकर प्रहस्त की छाती पर दे मारा॥ ५० ॥
तमचिन्त्यप्रहारं स प्रगृह्य मुसलं महत्। अभिदुद्राव बलिनं बलान्नीलं प्लवङ्गमम्॥५१॥,उस प्रहार की कोई परवा न करके प्रहस्त महान् मूसल हाथ में लिये बलवान् वानर नील की ओर बड़े वेग से दौड़ा॥५१॥
तमुग्रवेगं संरब्धमापतन्तं महाकपिः। ततः सम्प्रेक्ष्य जग्राह महावेगो महाशिलाम्॥५२॥,उस भयंकर वेगशाली राक्षस को रोष से भरकर आक्रमण करते देख महान् वेगशाली महाकपि नील ने एक बड़ी भारी शिला हाथ में ले ली॥५२॥
तस्य युद्धाभिकामस्य मृधे मुसलयोधिनः। प्रहस्तस्य शिलां नीलो मूर्ध्नि तूर्णमपातयत्॥५३॥,उस शिला को नील ने रणभूमि में संग्राम की इच्छावाले मूसलयोधी निशाचर प्रहस्त के मस्तक पर तत्काल दे मारा॥
नीलेन कपिमुख्येन विमुक्ता महती शिला। बिभेद बहुधा घोरा प्रहस्तस्य शिरस्तदा॥५४॥,कपिप्रवर नील के द्वारा चलायी गयी उस भयंकर एवं विशाल शिला ने प्रहस्त के मस्तक को कुचलकर उसके कई टुकड़े कर डाले॥ ५४॥
स गतासुर्गतश्रीको गतसत्त्वो गतेन्द्रियः। पपात सहसा भूमौ छिन्नमूल इव द्रुमः॥५५॥,"उसके प्राण-पखेरू उड़ गये। उसकी कान्ति, उसका बल और उसकी सारी इन्द्रियाँ भी चली गयीं। वह राक्षस जड़ से कटे हुए वृक्ष की भाँति सहसा पृथ्वी पर गिर पड़ा॥ ५५ ॥"
विभिन्नशिरसस्तस्य बहु सुस्राव शोणितम्। शरीरादपि सुस्राव गिरेः प्रस्रवणं यथा॥५६॥,"उसके छिन्न-भिन्न हुए मस्तक से और शरीर से भी बहुत खून गिरने लगा, मानो पर्वत से पानी का झरना झर रहा हो॥५६॥"
हते प्रहस्ते नीलेन तदकम्प्यं महाबलम्। राक्षसानामहृष्टानां लङ्कामभिजगाम ह॥५७॥,नील के द्वारा प्रहस्त के मारे जाने पर दुःखी हुए राक्षसों की वह अकम्पनीय विशाल सेना लंका को लौट गयी॥ ५७॥
न शेकुः समवस्थातुं निहते वाहिनीपतौ। सेतुबन्धं समासाद्य विशीर्णं सलिलं यथा॥५८॥,सेनापति के मारे जाने पर वह सेना ठहर न सकी। जैसे बाँध टूट जाने पर नदी का पानी रुक नहीं पाता॥
हते तस्मिंश्चमूमुख्ये राक्षसास्ते निरुद्यमाः। रक्षःपतिगृहं गत्वा ध्यानमूकत्वमागताः॥५९॥ प्राप्ताः शोकार्णवं तीव्र विसंज्ञा इव तेऽभवन्॥६०॥,सेनानायक के मारे जाने से वे सारे राक्षस अपना युद्धविषयक उत्साह खो बैठे और राक्षसराज रावण के भवन में जाकर चिन्ता के कारण चुपचाप खड़े हो गये। तीव्र शोक-समुद्र में डूब जाने के कारण वे सब-के-सब अचेत-से हो गये थे॥ ५९-६० ॥
ततस्तु नीलो विजयी महाबलः प्रशस्यमानः सुकृतेन कर्मणा। समेत्य रामेण सलक्ष्मणेन प्रहृष्टरूपस्तु बभूव यूथपः॥६१॥,तदनन्तर विजयी सेनापति महाबली नील अपने इस महान् कर्म के कारण प्रशंसित होते हुए श्रीराम और लक्ष्मण से आकर मिले और बड़े हर्ष का अनुभव करने लगे॥६१॥
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये युद्धकाण्डेऽष्टपञ्चाशः सर्गः॥५८॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के युद्धकाण्ड में अट्ठावनवाँ सर्ग पूरा हुआ।५८॥,  </main>
Sarga Chapter- 66,Sarga Chapter- 66
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण युद्धकाण्डम् षट्षष्टितमः सर्गः (66),"कुम्भकर्ण के भय से भागे हुए वानरों का अङ्गद द्वारा प्रोत्साहन और आवाहन, कुम्भकर्ण द्वारा वानरों का संहार"
स लवयित्वा प्राकारं गिरिकूटोपमो महान्। निर्ययौ नगरात् तूर्णं कुम्भकर्णो महाबलः॥१॥,महाबली कुम्भकर्ण पर्वत-शिखर के समान ऊँचा और विशालकाय था। वह परकोटा लाँघकर बड़ी तेजी के साथ नगर से बाहर निकला॥१॥
ननाद च महानादं समुद्रमभिनादयन्। विजयन्निव निर्घातान् विधमन्निव पर्वतान्॥२॥,बाहर आकर पर्वतों को कँपाता और समुद्र को जाता हुआ-सा वह उच्चस्वर से गम्भीर नाद करने लगा। उसकी वह गर्जना बिजली की कड़क को भी मात कर रही थी॥
तमवध्यं मघवता यमेन वरुणेन वा। प्रेक्ष्य भीमाक्षमायान्तं वानरा विप्रदुद्रुवुः॥३॥,"इन्द्र, यम अथवा वरुण के द्वारा भी उसका वध होना असम्भव था। उस भयानक नेत्रवाले निशाचर को आते देख सभी वानर भाग खड़े हुए।३॥"
तांस्तु विप्रद्रुतान् दृष्ट्वा राजपुत्रोऽङ्गदोऽब्रवीत्। नलं नीलं गवाक्षं च कुमुदं च महाबलम्॥४॥,"उन सबको भागते देख राजकुमार अङ्गद ने नल, नील, गवाक्ष और महाबली कुमुद को सम्बोधित करके कहा- ॥४॥"
आत्मनस्तानि विस्मृत्य वीर्याण्यभिजनानि च। क्व गच्छत भयत्रस्ताः प्राकृता हरयो यथा॥५॥,‘वानर वीरो! अपने उत्तम कुलों और उन अलौकिक पराक्रमों को भुलाकर साधारण बंदरों की भाँति भयभीत हो तुम कहाँ भागे जा रहे हो? ॥ ५ ॥
साधु सौम्या निवर्तध्वं किं प्राणान् परिरक्षथ। नालं युद्धाय वै रक्षो महतीयं विभीषिका॥६॥,‘सौम्य स्वभाववाले बहादुरो! अच्छा होगा कि तुम लौट आओ। क्यों जान बचाने के फेर में पड़े हो? यह राक्षस हमारे साथ युद्ध करने की शक्ति नहीं रखता। यह तो इसकी बड़ी भारी विभीषिका है-इसने माया से विशाल रूप धारण करके तुम्हें डराने के लिये व्यर्थ घटाटोप फैला रखा है॥६॥
महतीमुत्थितामेनां राक्षसानां विभीषिकाम्। विक्रमाद् विधमिष्यामो निवर्तध्वं प्लवङ्गमाः॥७॥,‘अपने सामने उठी हुई राक्षसों की इस बड़ी भारी विभीषिका को हम अपने पराक्रम से नष्ट कर देंगे। अतः वानरवीरो! लौट आओ’ ॥ ७॥
कृच्छ्रेण तु समाश्वस्य संगम्य च ततस्ततः। वृक्षान् गृहीत्वा हरयः सम्प्रतस्थू रणाजिरे॥८॥,तब वानरों ने बड़ी कठिनाई से धैर्य धारण किया और जहाँ-तहाँ से एकत्र हो हाथों में वृक्ष लेकर वे रणभूमि की ओर चले॥८॥
ते निवर्त्य तु संरब्धाः कुम्भकर्णं वनौकसः। निजघ्नुः परमक्रुद्धाः समदा इव कुञ्जराः॥९॥ प्रांशुभिर्गिरिशृङ्गैश्च शिलाभिश्च महाबलाः। पादपैः पुष्पिताग्रैश्च हन्यमानो न कम्पते॥१०॥,"लौटने पर वे महाबली वानर मतवाले हाथियों की भाँति अत्यन्त क्रोध और रोष से भर गये और कुम्भकर्ण के ऊपर ऊँचे-ऊँचे पर्वतीय-शिखरों, शिलाओं तथा खिले हुए वृक्षों से प्रहार करने लगे। उनकी मार खाकर भी कुम्भकर्ण विचलित नहीं होता था॥९-१०॥"
तस्य गात्रेषु पतिता भिद्यन्ते बहवः शिलाः। पादपाः पुष्पिताग्राश्च भग्नाः पेतुर्महीतले॥११॥,उसके अङ्गों पर गिरी हुई बहुतेरी शिलाएँ चूर-चूर हो जाती थीं और वे खिले हुए वृक्ष भी उसके शरीर से टकराते ही टूक-टूक होकर पृथ्वी पर गिर पड़ते थे। ११॥
सोऽपि सैन्यानि संक्रुद्धौ वानराणां महौजसाम्। ममन्थ परमायत्तो वनान्यग्निरिवोत्थितः॥१२॥,"उधर क्रोध से भरा हुआ कुम्भकर्ण भी अत्यन्त सावधान हो महाबली वानरों की सेनाओं को उसी प्रकार रौंदने लगा, जैसे बढ़ा हुआ दावानल बड़े-बड़े जंगलों को जलाकर भस्म कर देता है॥ १२॥"
लोहितार्दास्तु बहवः शेरते वानरर्षभाः। निरस्ताः पतिता भूमौ ताम्रपुष्पा इव द्रुमाः॥१३॥,"बहुत-से श्रेष्ठ वानर खून से लथपथ हो धरती पर सो गये। जिन्हें उठाकर उसने ऊपर फेंक दिया, वे लाल फूलों से लदे हुए वृक्षों की भाँति पृथ्वी पर गिर पड़े।"
लङ्घयन्तः प्रधावन्तो वानरा नावलोकयन्। केचित् समुद्रे पतिताः केचिद् गगनमास्थिताः॥१४॥,वानर ऊँची-नीची भूमि को लाँघते हुए जोर-जोर से भागने लगे। वे आगे-पीछे और अगल-बगल में कहीं भी दृष्टि नहीं डालते थे। कोई समुद्र में गिर पड़े और कोई आकाश में ही उड़ते रह गये॥ १४॥
वध्यमानास्तु ते वीरा राक्षसेन च लीलया। सागरं येन ते तीर्णाः पथा तेनैव दुद्रुवुः॥१५॥,"उस राक्षस ने खेल-खेल में ही जिन्हें मारा, वे वीर वानर जिस मार्ग से समुद्र पार करके लङ्का में आये थे, उसी मार्ग से भागने लगे॥ १५ ॥"
ते स्थलानि तदा निम्नं विवर्णवदना भयात्। ऋक्षा वृक्षान् समारूढाः केचित् पर्वतमाश्रिताः॥१६॥,भय के मारे वानरों के मुख की कान्ति फीकी पड़ गयी। वे नीची जगह देख-देखकर भागने और छिपने लगे। कितने ही रीछ वृक्षों पर जा चढ़े और कितनों ने पर्वतों की शरण ली॥ १६॥
ममज्जुरर्णवे केचिद् गुहाः केचित् समाश्रिताः। निपेतुः केचिदपरे केचिन्नैवावतस्थिरे। केचिद् भूमौ निपतिताः केचित् सुप्ता मृता इव॥१७॥,"कितने ही वानर और भालू समुद्र में डूब गये। कितनों ने पर्वतों की गुफाओं का आश्रय लिया। कोई गिरे, कोई एक स्थान पर खड़े न रह सके, इसलिये भागे। कुछ धराशायी हो गये और कोई-कोई मुर्दो के समान साँस रोककर पड़ गये॥ १७॥"
तान् समीक्ष्याङ्गदो भग्नान् वानरानिदमब्रवीत्। अवतिष्ठत युध्यामो निवर्तध्वं प्लवंगमाः॥१८॥,"उन वानरों को भागते देख अङ्गद ने इस प्रकार कहा —’वानरवीरो! ठहरो, लौट आओ। हम सब मिलकर युद्ध करेंगे॥ १८॥"
भग्नानां वो न पश्यामि परिक्रम्य महीमिमाम्। स्थानं सर्वे निवर्तध्वं किं प्राणान् परिरक्षथ॥१९॥,"‘यदि तुम भाग गये तो सारी पृथ्वी की परिक्रमा करके भी कहीं तुम्हें ठहरने के लिये स्थान मिल सके, ऐसा मुझे नहीं दिखायी देता (सुग्रीव की आज्ञा के बिना कहीं भी जाने पर तुम जीवित नहीं बच सकोगे)। इसलिये सब लोग लौट आओ। क्यों अपने ही प्राण बचाने की फिक्र में पड़े हो? ॥ १९॥"
निरायुधानां क्रमतामसङ्गगतिपौरुषाः। दारा झुपहसिष्यन्ति स वै घातः सुजीवताम्॥२०॥,‘तुम्हारे वेग और पराक्रम को कोई रोकने वाला नहीं है। यदि तुम हथियार डालकर भाग जाओगे तो तुम्हारी स्त्रियाँ ही तुमलोगों का उपहास करेंगी और वह उपहास जीवित रहने पर भी तुम्हारे लिये मृत्यु के समान दुःखदायी होगा॥ २०॥
कुलेषु जाताः सर्वेऽस्मिन् विस्तीर्णेषु महत्सु च। क्व गच्छत भयत्रस्ताः प्राकृता हरयो यथा। अनार्याः खलु यद्भीतास्त्यक्त्वा वीर्यं प्रधावत॥२१॥,‘तुम सब लोग महान् और बहुत दूर तक फैले हुए श्रेष्ठ कुल में उत्पन्न हुए हो। फिर साधारण वानरों की भाँति भयभीत होकर कहाँ भागे जा रहे हो ? यदि तुम पराक्रम छोड़कर भय के कारण भागते हो तो निश्चय ही अनार्य समझे जाओगे॥२१॥
विकत्थनानि वो यानि भवद्भिर्जनसंसदि। तानि वः क्व नु यातानि सोदग्राणि हितानि च॥२२॥,"‘तुम जन-समुदाय में बैठकर जो डींग हाँका करते थे कि हम बड़े प्रचण्ड वीर हैं और स्वामी के हितैषी हैं, तुम्हारी वे सब बातें आज कहाँ चली गयीं? ॥२२॥"
भीरोः प्रवादाः श्रूयन्ते यस्तु जीवति धिक्कृतः। मार्गः सत्पुरुषैर्जुष्टः सेव्यतां त्यज्यतां भयम्॥२३॥,"‘जो सत्पुरुषों द्वारा धिकृत होकर भी जीवन धारण करता है, उसके उस जीवन को धिक्कार है, इस तरह के निन्दात्मक वचन कायरों को सदा सुनने पड़ते हैं। इसलिये तुमलोग भय छोड़ो और सत्पुरुषों द्वारा सेवित मार्ग का आश्रय लो॥ २३॥"
शयामहे वा निहताः पृथिव्यामल्पजीविताः। प्राप्नुयामो ब्रह्मलोकं दुष्प्रापं च कुयोधिभिः॥२४॥,"‘यदि हमलोग अल्पजीवी हों और शत्रु के द्वारा मारे जाकर रणभूमि में सो जायँ तो हमें उस ब्रह्मलोक की प्राप्ति होगी, जो कुयोगियों के लिये परम दुर्लभ है॥ २४॥"
अवाप्नुयामः कीर्तिं वा निहत्वा शत्रुमाहवे। निहता वीरलोकस्य भोक्ष्यामो वसु वानराः॥२५॥,‘वानरो! यदि युद्ध में हमने शत्रु को मार गिराया तो हमें उत्तम कीर्ति मिलेगी और यदि स्वयं ही मारे गये तो हम वीरलोक के वैभव का उपभोग करेंगे॥ २५॥
न कुम्भकर्णः काकुत्स्थं दृष्ट्वा जीवन् गमिष्यति। दीप्यमानमिवासाद्य पतङ्गो ज्वलनं यथा॥२६॥,"श्रीरघुनाथजी के सामने जानेपर कुम्भकर्ण जीवित नहीं लौट सकेगा; ठीक उसी तरह, जैसे प्रज्वलित अग्नि के पास पहुँचकर पतङ्ग भस्म हुए बिना नहीं रह सकता॥ २६॥"
पलायनेन चोद्दिष्टाः प्राणान् रक्षामहे वयम्। एकेन बहवो भग्ना यशो नाशं गमिष्यति॥२७॥,‘यदि हमलोग प्रख्यात वीर होकर भी भागकर अपने प्राण बचायेंगे और अधिक संख्या में होकर भी एक योद्धा का सामना नहीं कर सकेंगे तो हमारा यश मिट्टी में मिल जायगा’ ॥ २७॥
एवं ब्रुवाणं तं शूरमङ्गदं कनकाङ्गदम्। द्रवमाणास्ततो वाक्यमूचुः शूरविगर्हितम्॥ २८॥,"सोने का बाजूबंद धारण करने वाले शूरवीर अङ्गद जब ऐसा कह रहे थे, उस समय उन भागते हुए वानरों ने उन्हें ऐसा उत्तर दिया, जिसकी शौर्य-सम्पन्न योद्धा सदा निन्दा करते हैं॥२८॥"
कृतं नः कदनं घोरं कुम्भकर्णेन रक्षसा। न स्थानकालो गच्छामो दयितं जीवितं हि नः॥२९॥,वे बोले—’राक्षस कुम्भकर्ण ने हमारा घोर संहार मचा रखा है; अतः यह ठहरने का समय नहीं है। हम जा रहे हैं; क्योंकि हमें अपनी जान प्यारी है’ ॥ २९॥
एतावदुक्त्वा वचनं सर्वे ते भेजिरे दिशः। भीमं भीमाक्षमायान्तं दृष्ट्वा वानरयूथपाः॥३०॥,इतनी बात कहकर भयानक नेत्रवाले भीषण कुम्भकर्ण को आते देख उन सब वानर-यूथपतियों ने विभिन्न दिशाओं की शरण ली॥ ३०॥
द्रवमाणास्तु ते वीरा अङ्गदेन बलीमुखाः। सान्त्वनैश्चानुमानैश्च ततः सर्वे निवर्तिताः॥३१॥,तब उन भागते हुए सभी वीर वानरों को अङ्गद ने सान्त्वना और आदर-सम्मान के द्वारा लौटाया॥ ३१॥
प्रहर्षमुपनीताश्च वालिपुत्रेण धीमता। आज्ञाप्रतीक्षास्तस्थुश्च सर्वे वानरयूथपाः॥३२॥,बुद्धिमान् वालिपुत्र ने उन सबको प्रसन्न कर लिया। वे सब वानरयूथपति सुग्रीव की आज्ञा की प्रतीक्षा करते हुए खड़े हो गये॥ ३२॥
ऋषभशरभमैन्दधूम्रनीलाः कुमुदसुषेणगवाक्षरम्भताराः। द्विविदपनसवायुपुत्रमुख्यास्त्वरिततराभिमुखं रणं प्रयाताः॥३३॥,"तदनन्तर ऋषभ, शरभ, मैन्द, धूम्र, नील, कुमुद, सुषेण, गवाक्ष, रम्भ, तार, द्विविद, पनस और वायुपुत्र हनुमान् आदि श्रेष्ठ वानर-वीर तुरंत हीकुम्भकर्ण का सामना करने के लिये रणक्षेत्र की ओर बढ़े॥ ३३॥"
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये युद्धकाण्डे षट्षष्टितमः सर्गः॥६६॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के युद्धकाण्ड में छाछठवाँ सर्ग पूरा हुआ।६६॥,  </main>
Sarga Chapter- 68,Sarga Chapter- 68
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण युद्धकाण्डम् अष्टषष्टितमः सर्गः (68),(कुम्भकर्ण के वध का समाचार सुनकर रावण का विलाप)
कुम्भकर्णं हतं दृष्ट्वा राघवेण महात्मना। राक्षसा राक्षसेन्द्राय रावणाय न्यवेदयन्॥१॥,महात्मा श्रीरामचन्द्रजी के द्वारा कुम्भकर्ण को मारा गया देख राक्षसों ने अपने राजा रावण से जाकर कहा – ॥१॥
राजन् स कालसंकाशः संयुक्तः कालकर्मणा। विद्राव्य वानरी सेनां भक्षयित्वा च वानरान्॥२॥,‘महाराज! काल के समान भयंकर पराक्रमी कुम्भकर्ण वानरसेना को भगाकर तथा बहुत-से वानरों को अपना आहार बनाकर स्वयं भी काल के गाल में चले गये॥२॥
प्रतपित्वा मुहूर्तं तु प्रशान्तो रामतेजसा। कायेनार्धप्रविष्टेन समुद्रं भीमदर्शनम्॥३॥ निकृत्तनासाकर्णेन विक्षरद्रुधिरेण च। रुद्ध्वा द्वारं शरीरेण लङ्कायाः पर्वतोपमः॥४॥ कुम्भकर्णस्तव भ्राता काकुत्स्थशरपीडितः। अगण्डभूतो विवृतो दावदग्ध इव द्रुमः॥५॥,"‘वे दो घड़ी तक अपने प्रताप से तपकर अन्त में श्रीराम के तेज से शान्त हो गये। उनका आधा शरीर (धड़) भयानक दिखायी देने वाले समुद्र में घुस गया और आधा शरीर (मस्तक) नाक-कान कट जाने से खून बहाता हुआ लङ्का के द्वार पर पड़ा है। उस शरीर के द्वारा आपके भाई पर्वताकार कुम्भकर्ण लङ्का का द्वार रोक कर पड़े हैं। वे श्रीराम के बाणों से पीड़ित हो हाथ, पैर और मस्तक से हीन नंग-धडंग धड़ के रूप में परिणत हो दावानल से दग्ध हुए वृक्ष की भाँति नष्ट हो गये’ ॥३-५॥"
श्रुत्वा विनिहतं संख्ये कुम्भकर्णं महाबलम्। रावणः शोकसंतप्तो मुमोह च पपात च॥६॥,‘महाबली कुम्भकर्ण युद्धस्थल में मारा गया’ यह सुनकर रावण शोक से संतप्त एवं मूर्च्छित हो गया और तत्काल पृथ्वी पर गिर पड़ा॥६॥
पितृव्यं निहतं श्रुत्वा देवान्तकनरान्तकौ। त्रिशिराश्चातिकायश्च रुरुदुः शोकपीडिताः॥७॥,"अपने चाचा के निधन का समाचार सुनकर देवान्तक, नरान्तक, त्रिशिरा और अतिकाय दुःख से पीड़ित हो फूट-फूटकर रोने लगे॥ ७॥"
भ्रातरं निहतं श्रुत्वा रामेणाक्लिष्टकर्मणा। महोदरमहापाश्वौँ शोकाक्रान्तौ बभूवतुः॥८॥,"अनायास ही महान् कर्म करने वाले श्रीराम के द्वारा भाई कुम्भकर्ण मारे गये, यह सुनकर उसके सौतेले भाई महोदर और महापार्श्व शोक से व्याकुल हो गये। ८॥"
ततः कृच्छ्रात् समासाद्य संज्ञां राक्षसपुङ्गवः। कुम्भकर्णवधाद् दीनो विललापाकुलेन्द्रियः॥,तदनन्तर बड़े कष्ट से होश में आने पर राक्षसराज रावण कुम्भकर्ण के वध से दुःखी हो विलाप करने लगा। उसकी सारी इन्द्रियाँ शोक से व्याकुल हो उठी थीं॥९॥
हा वीर रिपुदर्पन कुम्भकर्ण महाबल। त्वं मां विहाय वै दैवाद् यातोऽसि यमसादनम्॥१०॥,(वह रो-रोकर कहने लगा-) ‘हा वीर! हा महाबली कुम्भकर्ण! तुम शत्रुओं के दर्प का दलन करने वाले थे; किंतु दुर्भाग्यवश मुझे असहाय छोड़कर यमलोक को चल दिये॥१०॥
मम शल्यमनुद्धृत्य बान्धवानां महाबल। शत्रुसैन्यं प्रताप्यैकः क्व मां संत्यज्य गच्छसि॥११॥,‘महाबली वीर! तुम मेरा तथा इन भाई-बन्धुओं का कण्टक दूर किये बिना शत्रुसेना को संतप्त करके मुझे छोड़ अकेले कहाँ चले जा रहे हो? ॥ ११॥
इदानीं खल्वहं नास्मि यस्य मे पतितो भुजः। दक्षिणोऽयं समाश्रित्य न बिभेमि सुरासुरात्॥१२॥,‘इस समय मैं अवश्य ही नहीं के बराबर हूँ; क्योंकि मेरी दाहिनी बाँह कुम्भकर्ण धराशायी हो गया। जिसका भरोसा करके मैं देवता और असुर किसी से नहीं डरता था॥ १२॥
कथमेवंविधो वीरो देवदानवदर्पहा। कालाग्निप्रतिमो ह्यद्य राघवेण रणे हतः॥१३॥,"‘देवताओं और दानवों का दर्प चूर करनेवाला ऐसा वीर, जो कालाग्नि के समान प्रतीत होता था, आज रणक्षेत्र में राम के हाथ से कैसे मारा गया? ॥ १३ ॥"
यस्य ते वज्रनिष्पेषो न कुर्याद् व्यसनं सदा। स कथं रामबाणार्तः प्रसुप्तोऽसि महीतले॥१४॥,‘भाई! तुम्हें तो वज्र का प्रहार भी कभी कष्ट नहीं पहुँचा सकता था। वही तुम आज राम के बाणों से पीड़ित हो भूतल पर कैसे सो रहे हो? ॥ १४ ॥
एते देवगणाः सार्धमृषिभिर्गगने स्थिताः। निहतं त्वां रणे दृष्ट्वा निनदन्ति प्रहर्षिताः॥१५॥,‘आज समराङ्गण में तुम्हें मारा गया देख आकाश में खड़े हुए ये ऋषियोंसहित देवता हर्षनाद कर रहे हैं।
ध्रुवमद्यैव संहृष्टा लब्धलक्षाः प्लवंगमाः। आरोक्ष्यन्तीह दुर्गाणि लङ्काद्वाराणि सर्वशः॥१६॥,‘निश्चय ही अब अवसर पाकर हर्ष से भरे हुए वानर आज ही लङ्का के समस्त दुर्गम द्वारों पर चढ़ जायेंगे॥१६॥
राज्येन नास्ति मे कार्यं किं करिष्यामि सीतया। कुम्भकर्णविहीनस्य जीविते नास्ति मे मतिः॥१७॥,‘अब मुझे राज्य से कोई प्रयोजन नहीं है। सीता को लेकर भी मैं क्या करूँगा? कुम्भकर्ण के बिना जीने का मेरा मन नहीं है॥ १७॥
यद्यहं भ्रातृहन्तारं न हन्मि युधि राघवम्। ननु मे मरणं श्रेयो न चेदं व्यर्थजीवितम्॥१८॥,‘यदि मैं युद्धस्थल में अपने भाई का वध करने वाले राम को नहीं मार सकता तो मेरा मर जाना ही अच्छा है। इस निरर्थक जीवन को सुरक्षित रखना कदापि अच्छा नहीं है॥ १८॥
अद्यैव तं गमिष्यामि देशं यत्रानुजो मम। नहि भ्रातॄन् समुत्सृज्य क्षणं जीवितुमुत्सहे॥१९॥,"‘मैं आज ही उस देश को जाऊँगा, जहाँ मेरा छोटा भाई कुम्भकर्ण गया है। मैं अपने भाइयों को छोड़कर क्षणभर भी जीवित नहीं रह सकता॥ १९ ॥"
देवा हि मां हसिष्यन्ति दृष्ट्वा पूर्वापकारिणम्। कथमिन्द्रं जयिष्यामि कुम्भकर्ण हते त्वयि॥२०॥,‘मैंने पहले देवताओं का अपकार किया था। अब वे मुझे देखकर हँसेंगे। हा कुम्भकर्ण! तुम्हारे मारे जाने पर अब मैं इन्द्र को कैसे जीत सकूँगा? ॥ २०॥
तदिदं मामनुप्राप्तं विभीषणवचः शुभम्। यदज्ञानान्मया तस्य न गृहीतं महात्मनः॥२१॥,"‘मैंने महात्मा विभीषण की कही हुई जिन उत्तम बातों को अज्ञानवश स्वीकार नहीं किया था, वे मेरे ऊपर आज प्रत्यक्षरूप से घटित हो रही हैं॥ २१॥"
विभीषणवचस्तावत् कुम्भकर्णप्रहस्तयोः। विनाशोऽयं समुत्पन्नो मां वीडयति दारुणः॥२२॥,"‘जब से कुम्भकर्ण और प्रहस्तका यह दारुण विनाश उत्पन्न हुआ है, तभी से विभीषण की बात याद आकर मुझे लज्जित कर रही है॥ २२॥"
